oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
81000000000;01.01.2019;56,43;97,02;51,62;25,32;55,27;27,85;14,8;147,67;21,33;25,36;15,84;100,5;52,01;512,8;177,24;0;281,39;195,43;247,23;0;152,65;312,96;252,91;499,3;55,02;398,54;7,91;121,28;78,43;16,79;28,5;80,33;5 199,94;4 462,02;5 393,90;5 162,20;346,72;11 292,74;2 996,07;1 020,71;4 023,67;2 890,90;1 546,86;2 248,37;1 010,59;1 601,97;6 661,40;2 360,77;1 846,92;1 900,17;0;317,63;3 120,27;1 056,88;0;293,21;320,63;455,69;179,3;19 330,03;794,4;30 254,00;100,8;1 768,25;613,49;3 204,75;6 911,39;40,36;42,53;45,77;46,71;239 870,50;136 817,63;3 905,41;37 508,24
81000000000;02.01.2019;63,65;92,58;49,24;25,53;56,16;27,79;14,8;146,49;21,09;27,52;15,75;98,9;47,68;388,72;170,46;350,7;293,47;188,37;248,78;0;154,56;310,34;249,89;502,11;54,71;390,22;7,17;121,57;80,31;19,4;27,48;76,65;4 833,14;4 148,44;5 024,45;10 557,33;855,05;31 326,29;8 370,43;2 931,22;9 283,53;5 778,14;3 301,56;5 385,31;2 384,45;4 107,94;13 956,70;7 076,89;3 356,93;5 603,77;110,18;641,02;7 584,95;3 057,34;0;625,29;863,28;1 133,37;518,41;50 219,66;2 083,98;118 988,65;354,38;4 759,98;1 785,54;8 406,89;12 829,91;40,4;42,52;45,79;46,82;327 187,31;188 225,20;5 693,58;64 565,83
81000000000;03.01.2019;62,48;89,88;50,43;19,21;55,15;27,87;14,82;136,42;24,28;27,26;15,65;97,5;42,83;313,6;167;340,4;300,78;187,48;249,55;284,52;145,4;312,42;240,48;470,28;54,54;376,85;7,07;116,76;78,39;18,03;25,85;76,65;4 693,61;4 027,54;4 855,78;14 716,95;1 433,62;44 296,78;22 578,87;4 379,73;13 245,14;8 174,77;4 490,54;7 777,83;3 287,75;5 720,01;18 088,30;11 859,02;4 544,76;8 168,26;142,87;1 171,67;10 952,38;4 159,08;149,94;994;1 337,84;1 841,59;851,06;69 444,06;2 979,35;174 699,50;712,35;7 523,57;2 669,95;12 363,93;17 835,35;40,38;42,54;45,78;46,8;368 330,72;201 480,06;5 451,10;85 930,44
81000000000;04.01.2019;61,86;77,05;51,38;22,17;52,14;25,3;25,18;135,98;23,09;28,18;15,58;94,2;45,47;286,33;159,62;332,59;304,11;186,47;250,45;404,49;142,58;301,66;235,32;468,7;53,8;372,31;6,97;120,35;77,44;17,03;27,11;72,99;4 920,69;4 218,56;5 048,94;17 258,57;2 124,29;46 966,05;18 164,88;5 605,46;17 749,08;9 200,30;5 294,55;9 129,17;3 720,46;7 475,95;22 939,50;12 922,25;5 228,72;9 701,63;121,19;1 379,60;14 161,83;5 139,34;125,56;1 246,42;1 847,89;2 672,34;940,94;75 842,66;3 599,73;214 892,50;680,12;10 083,69;3 250,86;16 518,66;20 305,75;40,38;42,53;45,09;46,7;395 115,34;209 012,06;5 908,73;99 505,71
81000000000;05.01.2019;61,31;87,38;51,07;20,51;53,84;28,96;28,17;151,23;22,37;27,88;15,76;94,2;51,09;278,36;156,06;329,78;273,33;185,55;245,89;331,83;139,23;302,39;242,7;456,9;54,08;368,68;6,89;116,07;78,46;16,09;25,07;74,04;4 806,31;4 114,68;4 938,78;17 718,88;2 020,41;49 257,61;22 020,15;5 801,59;16 675,69;9 646,04;5 601,54;10 660,33;4 126,74;7 479,17;25 873,50;12 531,15;5 579,75;10 296,29;132,74;1 335,89;15 780,27;5 347,35;135,4;1 381,64;1 804,88;2 816,26;961,39;79 662,33;4 114,07;249 420,48;996,56;10 884,70;3 276,77;17 767,41;20 476,35;40,5;42,71;45,94;46,78;400 109,22;218 178,22;6 495,92;98 782,82
81000000000;06.01.2019;60,73;87,78;51,41;25,62;53,5;29,71;14,77;153,02;22,51;27,35;15,81;93,4;51,86;277,36;161,5;344,27;297,37;189,75;249,04;348,93;145,12;313,31;244,64;477,63;53,63;368,18;6,92;121,84;78,4;14,13;26,52;73,15;4 785,21;4 106,15;4 926,20;16 653,11;2 160,80;47 535,50;19 189,05;5 722,71;15 916,04;9 781,29;6 916,12;12 025,34;5 135,99;8 357,24;29 690,30;11 969,40;5 352,18;9 560,30;119,94;1 227,89;16 438,53;5 637,63;138,23;1 390,20;1 301,89;2 373,60;1 002,85;76 018,08;4 302,54;267 233,34;746,49;10 526,50;3 307,26;17 373,83;20 300,53;40,88;43,13;46,47;47,52;379 847,75;205 576,11;4 924,43;92 700,06
81000000000;07.01.2019;58,08;85,75;50,96;25,78;54,53;28,96;15;150,23;22,1;27,57;15,74;94,6;52,05;276,52;147,28;339,13;298,26;187,66;240,37;567,7;146,77;296,86;236,56;474,02;52,44;366,05;6,97;120,88;77,08;16,95;25,03;72,51;5 056,35;4 337,69;5 205,25;16 541,71;1 946,63;46 164,93;15 993,36;5 175,81;14 425,84;9 833,45;6 629,98;11 293,79;4 325,42;7 460,13;26 194,00;11 110,05;5 255,83;9 613,69;115,38;997,81;14 260,23;5 770,93;99,54;1 084,13;1 553,25;2 135,42;910,11;72 088,42;3 961,06;239 251,96;643,44;10 209,94;3 167,62;15 068,78;19 583,37;40,87;43,13;46,49;47,45;361 192,31;184 827,88;4 953,61;92 257,25
81000000000;08.01.2019;66,55;58,94;51,21;21,89;53,52;26,4;15,28;151,6;21,87;28,12;16,2;94,2;46,26;263,56;156,99;0;277,04;185,73;236,19;303,05;137,9;301,81;237,53;490,12;52,51;363,52;6,99;120,26;77,82;14,18;25,05;72,02;4 627,14;3 968,20;4 786,18;15 940,31;2 521,63;47 822,71;21 316,39;6 013,99;17 986,17;9 573,35;5 483,23;10 855,43;4 314,26;7 881,10;27 038,10;14 620,06;5 641,54;10 435,07;0;1 103,59;14 828,71;5 634,55;162,44;1 227,61;1 980,46;2 646,68;1 066,65;78 457,28;3 581,40;256 416,01;757,26;11 601,43;3 960,54;16 541,70;20 784,36;40,87;43,11;46,46;47,45;380 812,28;197 124,03;5 277,18;114 332,39
81000000000;09.01.2019;57,89;64,81;52,09;19,89;50,22;28,03;15;153,53;21,87;28,17;16,54;94,7;43,83;266,24;147,36;306,75;207,82;187,12;227,83;264,65;141,52;300,46;232,21;391,15;52,2;357,7;6,93;120;77,16;15,85;23,83;65,25;4 437,32;3 796,10;4 580,74;21 695,84;2 853,92;51 431,74;28 194,13;7 088,23;18 923,18;10 101,27;5 605,30;11 598,49;4 987,80;8 487,64;29 116,10;18 057,43;5 948,68;13 048,25;183,82;2 048,17;16 062,10;6 304,02;172,38;1 368,78;2 240,92;3 384,64;2 413,73;82 473,36;3 812,53;264 756,36;947,75;14 128,06;4 103,70;20 285,80;23 574,42;40,92;43,16;46,47;47,46;398 365,16;185 483,23;4 341,10;123 283,10
81000000000;10.01.2019;57,73;74,86;51,73;20,26;53,87;29,97;15,19;154,33;21,52;27,34;16,49;96,9;44,6;253,1;152,75;327,8;227,5;188,54;239,02;276,8;137,59;303,39;238,43;387,6;52,56;373,94;6,88;120,01;77,58;17,28;25,31;69,5;4 522,47;3 870,23;4 669,31;23 545,59;2 708,56;49 943,03;29 885,57;7 299,39;19 633,66;10 648,20;6 062,54;12 800,90;5 548,49;9 220,30;27 699,10;20 020,14;6 552,67;13 087,72;130,76;1 754,50;17 406,99;6 737,70;137,6;1 645,60;2 229,90;3 225,37;1 753,02;84 858,12;4 316,59;282 709,79;854,12;14 177,75;4 935,20;20 607,79;25 831,18;40,99;43,17;46,53;47,38;414 694,81;197 692,94;5 675,45;131 354,48
81000000000;11.01.2019;56,88;66,16;52,12;20,23;53,87;28,01;15,35;146,98;21,72;27,25;16,47;96,5;44,26;247,22;148,87;333,5;284,9;188,29;241,26;230,01;140,56;301,05;236,69;463,14;52,43;370,97;6,88;120,74;78,13;15,03;22,96;66,69;4 542,16;3 892,50;4 692,95;26 177,80;2 954,13;51 881,19;28 736,17;7 914,52;20 714,20;10 995,22;6 266,68;14 265,35;6 429,08;10 441,71;34 121,40;22 213,13;8 543,50;15 911,34;136,53;1 613,20;18 774,40;7 413,62;228,97;1 759,30;2 889,50;3 588,30;1 272,97;90 160,39;4 974,92;311 142,63;1 006,14;16 648,95;4 889,02;22 978,62;27 390,22;41;43,21;46,52;47,45;442 644,25;212 875,94;6 109,57;134 570,19
81000000000;12.01.2019;60,87;77,66;51,81;20,71;56,69;28,3;15,15;147,01;22,23;27,97;16,57;99,2;45,16;245,47;154,1;337,03;290,36;187,19;241,55;377,66;140,7;302,15;237,61;486,95;52,7;369,42;6,81;114,99;78,34;16,5;25,3;68,83;4 795,90;4 109,24;4 964,94;23 872,87;2 754,83;50 255,33;30 438,96;7 505,35;20 717,27;11 459,75;6 570,54;14 939,08;6 240,75;10 204,05;32 194,80;21 334,35;7 921,92;13 076,65;124,45;1 491,08;19 034,48;8 013,75;159,37;1 751,34;2 529,85;3 435,16;1 307,79;93 180,59;5 123,39;322 771,50;1 434,79;15 674,78;4 820,93;23 953,18;25 597,00;40,99;43,22;46,51;47,45;409 458,03;199 125,08;5 818,83;122 142,33
