oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
86000000000;01.01.2019;84,54;96,43;87,41;34,31;73,79;48,03;26,02;152,29;28,66;34,71;31,28;71,9;43,3;564,28;192,24;0;392,58;171,96;305,27;496,64;214,74;287,14;163,54;549,54;53,22;518,57;7,22;0;87,17;23,44;36,45;77,61;5 727,59;4 887,94;5 558,47;3 050,73;621,44;10 508,05;1 204,19;630,03;2 218,55;6 210,15;2 446,86;1 441,27;1 714,34;1 828,68;10 335,80;3 860,81;2 170,60;1 951,27;0;223,95;4 720,71;1 232,50;140,12;299,8;1 333,66;1 807,95;541,96;23 256,26;1 026,27;50 309,00;0;1 669,82;497,76;3 649,78;5 193,00;40,06;43,68;49,61;47,48;123 395,71;84 124,73;1 430,90;38 218,24
86000000000;02.01.2019;80,69;91,26;79,12;34,61;74,16;46,58;26,13;151,77;27,73;35,45;31,14;71;43;453,03;197,75;0;404,67;170,71;288,15;431,83;262,67;289,69;158,54;561,34;53,02;482,84;7,18;117,01;80,92;20,63;35,93;79,87;5 505,50;4 706,73;5 384,55;7 374,77;1 727,96;30 210,60;3 517,95;1 686,39;5 530,70;15 331,42;6 397,84;4 250,54;4 764,78;5 648,11;23 399,40;9 722,96;3 305,57;4 420,99;0;494,54;10 963,60;4 340,13;422,41;474,55;3 648,57;5 369,30;1 369,23;53 156,34;2 610,40;141 728,50;140,62;4 487,82;1 474,02;8 445,57;12 173,00;40,19;43,76;49,62;47,66;207 760,41;167 206,31;1 698,01;71 452,25
86000000000;03.01.2019;77,04;89,38;79,22;34,99;72,84;47,02;25,61;149,8;27,09;31,97;31,03;72,3;42,33;376,49;177,13;0;407,86;166,64;269,22;422,92;229,28;291,13;156,53;529,37;52,56;463,75;6,99;101,09;76,06;19,73;36,74;70,54;5 413,16;4 622,25;5 295,89;9 824,44;2 178,52;36 964,33;4 231,23;2 345,13;7 301,98;19 715,38;7 980,32;5 149,46;6 182,15;7 449,05;27 316,80;13 915,71;3 866,29;6 129,08;0;608,57;13 345,26;6 901,46;576,16;848,82;4 118,51;7 350,40;1 926,81;65 037,15;3 710,10;200 282,50;159,14;6 273,42;1 608,54;10 794,94;14 247,25;40,22;43,79;49,58;47,51;254 475,66;198 048,38;2 470,41;98 846,68
86000000000;04.01.2019;73,17;88,58;78,62;33,84;70,64;47,12;25,14;147,34;27,22;33,47;29,38;71,8;43;335,63;180,09;0;410,81;163,64;252,97;433,14;219,61;292,74;156,05;527,2;52,56;456,23;6,99;100,72;76,08;19,36;33,02;73,16;5 387,79;4 599,59;5 280,19;11 976,60;2 719,50;40 262,85;6 077,14;3 097,04;8 658,18;24 121,15;10 051,92;6 715,38;7 355,34;8 982,02;32 928,10;15 759,82;4 253,37;7 070,36;0;714,69;18 293,91;9 493,20;562,74;903,58;4 657,52;8 307,38;2 373,20;69 842,06;4 596,57;229 778,50;203,05;7 566,16;1 919,43;13 757,47;15 761,85;40,39;43,97;49,58;47,83;258 072,97;191 718,55;2 487,15;103 463,51
86000000000;05.01.2019;73,74;91,76;79,36;33,7;72,39;46,67;25,03;149,4;27,27;34;28,97;71,3;42,65;326,96;178,95;0;410,28;164,91;254,52;360,09;221,11;294,14;159,03;517,74;52,46;457,01;6,65;119,01;76,21;18,4;33,67;70,7;5 286,14;4 511,27;5 168,55;11 750,10;3 069,41;41 698,72;6 333,70;3 255,98;8 722,84;26 211,19;11 059,71;7 339,05;8 570,23;9 608,76;35 146,60;16 866,87;4 487,45;6 947,66;0;972;23 844,21;10 119,50;686,93;1 023,71;4 782,28;9 013,89;2 543,78;69 048,07;4 790,85;286 549,79;250,37;8 195,59;2 289,65;13 711,77;16 080,26;40,68;44,31;50,25;48,04;259 355,20;192 063,66;2 214,80;107 797,09
86000000000;06.01.2019;74,4;98,89;79,2;34,42;71,96;46,5;25,46;154,51;27,2;32,99;29,38;72,2;42,35;330,79;182,32;0;417,72;170,23;264,09;426,85;238,46;293,65;158,65;530,64;52,72;460,14;6,68;120,38;77,38;17,09;34,23;71,54;5 435,04;4 641,05;5 318,12;10 869,62;3 159,35;40 357,57;7 328,86;3 162,85;7 946,16;30 172,11;12 302,40;8 176,69;9 024,93;9 365,94;38 285,80;17 235,16;5 040,46;6 964,52;0;956,5;24 209,26;9 837,92;567,64;1 070,63;4 373,57;8 828,44;2 477,16;66 532,99;5 220,33;304 422,00;288,52;7 889,20;2 907,93;14 323,12;14 969,80;40,91;44,38;50,45;48,16;249 628,44;201 909,09;2 017,92;98 796,41
86000000000;07.01.2019;73,97;88,13;78,64;34,18;70,17;48,44;24,89;148,71;27,18;34,83;30,65;70,1;41,74;361,14;168,17;0;389,98;168,49;257,59;420,87;253,52;294,05;157,58;539,91;52,5;455,84;6,8;115,15;76,11;19,16;34,61;71,35;5 361,87;4 577,95;5 242,72;10 076,17;2 604,51;36 436,09;5 186,65;2 720,98;7 063,63;25 690,00;10 342,60;6 741,54;6 619,90;7 612,84;33 191,20;16 624,96;4 009,61;5 679,66;0;749,47;18 657,72;7 251,45;396,73;627,33;4 255,90;7 691,71;1 829,66;65 910,04;4 164,56;219 921,00;208,64;7 383,92;1 662,38;11 857,36;13 807,33;40,78;44,4;50,39;48,23;222 919,72;178 861,13;1 883,05;92 790,07
86000000000;08.01.2019;76,64;81,23;79,61;33,37;70,54;47,71;24,5;152,5;26,47;35,17;30,89;69,9;42,66;289,33;166,88;0;417,87;170,59;248,3;361,84;247,42;290,75;157,42;510,01;52,31;434,48;6,71;112,28;75,95;18,91;33,57;66,08;5 288,70;4 514,58;5 157,89;11 586,55;3 016,42;39 487,19;5 375,76;3 326,73;8 281,28;25 471,01;9 896,29;7 267,57;7 943,67;9 252,43;34 732,90;18 165,55;4 292,37;6 958,57;0;706,41;22 459,28;7 371,19;509,91;648,21;4 691,26;8 138,50;2 323,75;70 879,99;4 310,53;239 216,00;225,43;8 481,48;2 016,40;13 145,45;14 681,41;40,75;44,35;50,35;48,22;236 570,61;171 393,38;2 022,54;99 439,48
86000000000;09.01.2019;73,41;84,48;79,19;31,19;68,13;39,07;24,88;155,4;27,34;37,2;31,06;71,1;42,29;259,16;168,2;0;399,24;165,17;246,76;301,4;214,45;291,53;157,21;491,32;52,6;420,82;6,53;96,97;73,79;14,5;30,56;66,08;5 148,60;4 389,91;5 027,80;11 821,44;2 955,58;37 517,89;6 755,74;3 533,62;12 017,51;22 939,43;9 280,04;7 262,92;7 393,21;9 140,99;33 697,10;19 254,80;4 669,62;7 070,14;0;587,71;21 475,35;7 596,54;412,84;831,85;4 971,12;7 280,26;2 357,84;68 925,34;4 656,70;240 951,38;222,93;9 005,29;2 968,14;14 362,01;14 284,61;40,89;44,3;50,41;48,28;230 677,05;139 149,20;2 740,34;101 618,34
86000000000;10.01.2019;75,71;81,42;79,34;31,57;68,69;41,58;25,12;161,84;26,8;37,5;30,83;69,8;41,57;253,42;146,28;0;359,72;163,74;245,2;334,4;243,89;296,07;157,52;426,87;53,1;429,19;6,27;115,57;73,71;17,76;28,97;66,41;5 130,78;4 371,49;4 993,20;13 776,62;3 783,45;41 898,54;8 225,79;4 391,02;12 796,40;27 283,97;10 578,34;8 699,07;9 182,47;10 306,23;38 847,60;27 213,26;5 617,09;9 583,25;0;1 186,83;26 745,56;10 848,27;555,71;913,9;5 406,07;9 011,65;4 223,73;73 026,16;5 402,50;316 528,15;296,74;11 720,70;2 934,29;18 774,92;17 768,11;40,79;44,25;50,41;48,3;256 457,19;165 198,94;2 718,57;117 939,16
