oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
95000000000;01.01.2019;96,41;104,69;66,01;30,28;71,09;34,33;18,49;196,8;20,11;44,47;24,33;98,7;45,36;524,77;204,88;0;0;164,05;319,17;0;208,77;324,39;227,15;608,08;61,12;496,84;5,85;0;84,1;17,7;27,41;67,8;5 644,00;4 827,88;5 796,71;899,61;160,55;3 669,70;423,22;183,38;762,77;657,86;390,69;396,75;357,13;292,04;3 390,40;789,95;432,41;549,1;0;0;1 329,56;213,03;0;83,5;167,49;213,31;118,79;5 868,35;321,93;11 182,00;0;413,8;145,17;1 443,52;1 551,00;40,62;42,49;47,69;48,29;120 924,20;72 363,86;1 560,56;1 398,15
95000000000;02.01.2019;67,75;103,22;63,12;19,06;67,06;36,68;19,16;190,33;20,46;46,14;20,9;93,7;32,79;427,33;172,96;0;261,36;166,9;305,59;631;159,8;326,62;223,14;563,28;59,16;471,06;5,9;104,96;79,18;20,23;23,25;64,32;5 502,56;4 701,09;5 636,31;3 697,61;479,86;10 331,45;2 593,47;761,25;2 258,48;1 428,08;1 334,68;1 108,15;799,32;1 149,63;8 498,60;3 013,80;892,44;1 768,44;0;449,68;3 603,81;1 031,77;77,98;270,34;505,31;669,18;445,36;16 846,06;1 001,14;34 422,00;43,03;1 619,76;388,88;4 522,00;3 984,00;40,6;42,46;47,64;48,21;189 796,45;115 282,34;2 941,81;2 945,47
95000000000;03.01.2019;61,68;88,63;60,85;11,4;66,41;27,31;19;192,3;21,17;52,39;21,56;94;31,75;297,7;136,33;0;227,4;176,31;294,74;562,97;181,51;320,35;220,55;579,16;58,03;459,1;5,83;101,75;76,9;18,72;22,84;59,66;5 314,33;4 538,61;5 452,64;5 583,35;767,7;13 187,46;7 259,63;1 089,58;4 765,97;2 115,21;1 759,64;1 645,19;1 071,80;1 583,20;10 980,60;4 993,08;1 648,57;3 344,21;0;722,22;4 068,74;1 304,64;112,64;321,73;682,64;971,63;471,42;22 212,20;1 385,24;49 858,00;86,85;2 643,83;625,94;6 173,74;5 852,00;40,6;42,49;47,35;48,23;218 819,77;136 859,06;3 590,18;5 103,70
95000000000;04.01.2019;60,66;76,45;61,59;25,64;56,58;26,04;18,97;191,67;20,94;49,2;20,66;92,5;26,39;148,33;81,52;0;243,81;166,49;284,71;506,06;163,15;325,63;216,47;559,07;57,33;349,56;5,8;95,29;78,26;16,34;21,71;60,43;5 125,87;4 373,75;5 236,41;7 782,13;1 566,18;15 307,56;4 278,99;1 878,17;6 097,13;2 485,92;1 992,49;2 082,15;1 482,85;1 900,54;12 439,00;8 342,58;4 685,33;7 531,85;0;903,03;5 550,13;1 799,93;141,81;495,05;727,77;1 340,74;594,88;28 110,67;2 184,97;62 468,00;106,51;3 626,21;1 235,33;9 021,07;6 910,50;40,61;42,44;47,67;48,49;237 892,14;150 078,16;3 431,01;7 508,31
95000000000;05.01.2019;63,79;93,29;57,55;25,52;66,38;28,01;18,57;187,4;20,56;49,93;20,64;93,5;28,68;221,84;73,37;0;231,43;178;274,9;495,75;155,77;323,86;206,34;568,81;56,46;446,04;5,8;95,91;77,71;18,27;23,14;60,86;5 119,71;4 373,14;5 254,87;6 840,00;1 173,78;17 359,76;4 500,89;1 591,80;6 178,53;2 751,29;2 297,91;2 368,48;1 697,82;2 226,83;15 477,10;7 814,05;3 134,71;8 327,85;0;905,72;7 201,18;2 089,44;127,46;620,36;768,97;1 560,51;624,8;28 667,38;1 801,03;72 536,00;119,52;3 997,24;937,62;9 059,02;6 916,70;40,61;42,49;47,55;48,42;246 801,11;150 154,36;3 394,46;4 954,89
95000000000;06.01.2019;61,6;101,91;62,83;26,61;64,69;29,36;20,22;186,84;20,86;51,09;20,87;92,5;26,33;289,48;156;0;276,17;179,13;286,54;504,87;151,8;340,47;212,08;566,75;56,16;445,16;5,79;98,31;78,33;17,58;21,57;60,06;5 310,89;4 533,86;5 425,14;6 459,49;1 211,08;16 984,29;4 076,30;1 697,98;5 624,36;3 053,40;2 944,55;2 848,91;1 944,35;2 042,73;18 379,10;8 225,28;2 014,68;3 352,93;0;747,87;8 502,21;2 241,63;133,68;740,01;661,99;1 596,64;647,5;25 505,27;2 268,20;87 675,00;113,41;4 019,97;1 084,16;8 756,90;6 600,59;40,58;42,45;47,62;48,46;229 273,02;138 494,34;3 489,31;5 736,57
95000000000;07.01.2019;65,27;90,26;63,22;18,97;62,44;33,57;19,76;184,69;19,62;51,31;20,71;92,1;27,08;295,67;155,39;0;258,77;184,33;288,27;565,4;154,29;319,23;213,42;542,18;56,62;451,28;6,22;93,34;79,34;17,9;22,84;58,18;5 365,85;4 582,26;5 468,66;5 458,82;993,04;13 766,68;4 647,99;1 277,15;3 851,47;2 560,14;2 053,33;2 122,76;1 428,16;1 514,23;14 532,80;6 706,23;1 760,80;2 880,70;0;682,59;6 244,06;1 620,46;90,95;481,88;750,42;1 637,18;648,65;32 275,84;1 667,51;51 660,00;66,67;3 319,59;702,86;6 768,09;5 928,00;40,57;42,45;47,55;48,33;207 783,53;126 132,81;2 791,62;5 718,35
95000000000;08.01.2019;62,69;77,09;58,34;18,15;63,22;34,18;18,6;183,93;20,56;46,51;20,6;91,5;28,75;181,17;99,14;0;268,93;178,37;270,49;440,73;148,47;319,66;216,4;528,64;55,19;444,23;5,83;92,54;77,75;16,7;22;63,2;5 034,65;4 302,45;5 152,43;7 447,53;1 533,28;16 229,29;8 228,52;1 812,94;5 772,13;2 497,29;1 874,12;2 458,30;1 605,26;1 994,39;13 514,30;8 395,21;3 805,33;5 671,57;0;840,79;6 483,04;1 506,06;122,72;478,49;1 017,93;2 248,64;761,5;44 517,35;1 713,08;70 221,00;105,98;4 305,94;1 426,58;8 805,26;7 710,52;40,53;42,48;47,44;48,46;226 819,84;128 183,84;2 776,33;5 871,82
95000000000;09.01.2019;63,92;62,8;53,75;16,94;56,04;31,16;18,73;184,62;20,18;51,21;21,18;91,7;28,7;199,96;94,65;0;255,8;175,78;264,25;474,58;148,54;332,02;212,53;525,73;55,94;428,68;5,7;90,08;75,49;16,61;21,57;56,95;5 021,56;4 294,73;5 176,31;7 865,36;1 847,47;17 993,06;6 599,69;2 010,52;5 927,41;2 497,68;1 836,96;2 562,42;1 658,10;2 026,66;14 965,40;8 636,57;6 703,70;10 475,16;0;733,28;7 716,49;1 567,91;82,13;566,17;965,59;2 253,87;724,41;37 526,77;1 823,21;72 035,80;126,2;4 689,80;1 499,37;12 814,47;7 990,50;40,57;42,41;47,41;48,54;222 382,11;113 874,35;2 530,60;8 752,64
95000000000;10.01.2019;63,07;90,35;53,35;19,2;57,08;31,58;20,24;178,78;20,71;48,49;20,57;89,2;29,71;159,16;101,39;0;253,13;176,31;257,25;456,84;157,04;289,51;205,66;534,95;55,14;430,34;5,69;74,7;76,95;19,51;20,81;56,89;4 929,48;4 214,71;5 060,42;7 843,45;1 396,36;18 793,05;7 302,26;2 272,82;6 840,26;2 850,81;2 143,02;2 838,37;1 774,91;2 229,43;16 554,50;9 280,12;8 303,60;9 851,13;0;783,94;8 673,96;2 259,22;112,56;651,72;1 099,29;1 928,02;715,63;31 993,29;1 837,37;78 083,50;421,64;5 240,54;1 307,74;14 911,38;8 486,50;40,57;42,48;46,63;48,49;228 816,23;121 493,16;3 120,48;6 577,56
