oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
42000000000;01.01.2019;64,96;84,64;61,71;31,79;70,9;58,03;22,12;145,19;25,7;30,63;29,04;75,1;43,61;401,29;180,35;0;345,43;141,37;293,58;235,89;227,61;301,02;207,57;493,31;54,01;504,79;7,23;108,18;80,5;15;35,94;63,32;4 811,51;4 123,96;4 817,01;5 211,13;1 007,07;23 531,18;2 559,87;934,71;4 259,56;4 457,46;1 658,14;2 015,26;1 301,37;2 445,15;13 626,40;4 912,34;3 523,92;2 170,16;0;145,21;6 026,97;1 343,43;456,36;368,3;1 303,98;1 241,50;677,56;34 264,79;1 285,69;43 739,00;68,69;2 934,05;849,14;4 787,12;6 838,00;41,54;45,14;50,19;45,97;215 790,20;132 417,28;94,02;30 842,98
42000000000;02.01.2019;65,67;78,7;59,71;31,33;73,05;46,25;22,47;151,17;24,53;32,68;28,58;74,3;41,4;371,33;183,22;0;354,08;146,86;285,32;231,67;187,89;301,25;212,13;484,34;54,79;492,1;7,24;104,53;78,8;15,03;34,34;66,71;4 789,98;4 109,25;4 807,56;14 102,17;2 997,20;69 953,80;9 342,49;3 666,71;10 575,25;15 483,54;6 335,84;6 407,10;6 050,20;9 855,49;34 416,80;17 627,29;6 768,36;5 929,92;0;291,22;20 743,15;5 681,47;1 005,79;1 292,72;3 583,04;3 829,02;2 048,19;88 558,44;3 752,69;137 922,55;194,9;8 403,95;2 978,51;13 511,99;17 670,00;41,69;45,15;50,69;45,91;371 730,06;246 866,38;177,48;64 828,95
42000000000;03.01.2019;63,76;81,12;58,37;31,07;72,49;43,83;22,27;144,37;24,03;31,84;28,24;73;42,63;322,76;176,75;0;347,85;148,74;267,52;231,29;184,39;296,61;205,08;487,82;55,33;472,69;7,23;102,76;76,61;14,58;34,55;62,2;4 723,38;4 052,85;4 742,95;17 807,47;3 860,50;91 392,64;11 927,00;4 572,58;12 725,88;18 744,27;7 843,13;8 166,78;7 434,20;12 450,91;43 216,10;20 341,47;7 526,04;7 348,79;0;503,74;27 761,47;7 487,63;1 081,02;1 592,12;4 950,01;5 230,45;2 865,72;101 354,04;5 364,11;181 724,56;356,88;10 858,05;3 498,00;16 048,62;17 555,05;41,7;45,14;50,44;45,67;408 199,25;254 675,64;136,23;83 203,81
42000000000;04.01.2019;63,97;81,58;57,49;31,26;72,85;44,52;22,17;147,82;24,78;31,94;28,79;72,9;42,04;293,39;175,67;0;377,71;144,96;266,15;225,96;160,65;294,03;203,41;479,2;54,29;463,78;7,1;101,75;75,77;13,6;34,05;64,55;4 711,80;4 044,32;4 735,14;21 179,50;5 077,85;129 270,03;14 243,49;6 005,10;15 694,38;22 522,54;10 022,59;10 464,81;8 704,95;15 136,27;52 305,90;25 197,24;8 459,87;8 023,33;0;442,22;33 247,08;9 853,31;1 165,57;2 401,58;5 900,20;5 817,76;3 283,91;119 227,88;6 375,62;231 496,73;475,89;14 039,91;4 683,15;20 834,76;22 160,00;41,85;45,38;50,17;46,07;428 049,91;267 418,91;356,04;93 588,50
42000000000;05.01.2019;62,54;85,76;60,08;31,69;71,19;44,03;22,04;151,84;24,51;33,02;28,56;73,6;42,13;280,98;165,68;0;338,81;150,64;263,18;220,36;166,99;294,74;202,8;484,06;53,3;460,89;6,55;102,17;75,69;13,55;32,27;65,84;4 678,93;4 008,18;4 689,17;24 043,08;5 145,67;94 940,83;16 149,13;7 058,68;16 191,52;23 093,56;13 374,36;12 015,06;10 431,94;16 824,76;56 034,30;27 044,72;9 240,99;8 608,62;0;583,36;39 588,77;10 905,04;1 408,51;2 754,82;5 551,32;6 540,28;3 738,20;127 489,26;7 383,21;354 640,46;610,14;15 657,23;4 643,52;23 634,60;23 515,25;42,11;45,64;49,83;46,39;455 577,16;284 271,19;308,99;96 108,58
42000000000;06.01.2019;62,66;87,58;59,2;31,41;72,37;44,35;22,66;155,82;24,48;32,53;31,57;73,7;41,93;269,63;176,63;0;373,85;158,32;277,33;219,2;168,25;289,13;205,5;487,23;53,92;459,63;6,6;102,71;75,52;13,64;31,93;68,64;4 769,41;4 090,94;4 771,56;20 630,31;5 999,55;97 069,54;18 547,03;6 794,90;15 694,60;26 475,01;13 978,68;13 522,69;12 810,20;15 809,17;59 320,00;29 013,18;12 198,94;8 897,15;0;523,8;49 198,35;12 059,31;1 530,33;2 946,58;5 994,56;7 030,68;3 793,36;118 159,88;8 488,70;417 252,20;495,5;15 949,96;5 077,10;25 737,78;22 811,34;42,18;45,65;49,43;46,38;461 913,84;285 402,97;260,16;84 734,84
42000000000;07.01.2019;64,56;80,94;59,01;30,61;68,43;45,04;22,77;151,08;23,41;28,5;29,95;73,7;40,97;337,17;178;0;401,61;152,39;280,86;246,81;184,86;289,4;202,22;498,88;53,92;463,05;6,97;101,56;74,17;13,21;31,84;58,9;4 819,68;4 137,58;4 832,29;16 012,50;3 793,25;80 364,08;12 470,82;5 054,67;11 879,55;22 223,20;10 816,20;10 564,41;9 914,74;12 625,51;44 172,30;25 138,00;6 770,78;6 475,29;0;406,75;27 308,22;7 120,95;904,23;1 663,24;4 652,08;4 795,12;2 575,64;97 900,27;5 831,88;233 074,00;302,79;12 189,46;3 357,70;17 976,10;16 814,46;42,16;45,75;49,66;46,61;401 091,91;271 926,00;247,71;78 746,06
42000000000;08.01.2019;72,16;73,56;59,34;30,2;70,83;43,41;22,59;153,09;24,36;31,14;29,96;72,1;41,35;298,99;171,2;0;399,06;152,28;264,07;224,3;160,61;292,91;200,32;491,12;53,43;459,52;6,96;103,36;74,13;13,59;30,71;61,88;4 765,80;4 090,74;4 775,54;18 429,45;4 638,72;86 749,90;12 733,75;6 732,49;15 183,41;24 163,24;9 918,05;11 156,69;10 954,63;15 896,98;51 316,60;31 516,71;6 789,50;7 780,10;0;368,5;30 581,13;7 171,02;906,51;1 729,43;5 984,98;5 612,49;3 246,29;120 761,91;5 645,77;255 493,65;381,97;13 760,39;4 562,07;19 423,32;21 544,39;42,19;45,77;50,09;46,28;458 076,22;288 817,16;221,99;104 470,95
42000000000;09.01.2019;65,9;72,14;56,4;29,77;70,4;41,3;22,67;158,72;24,46;30,77;30,62;73;41,74;241,39;156,37;0;342,39;151,63;255,61;242,46;164,78;286,5;197,04;478,35;53,24;448,45;6,79;101,27;71,91;13,68;32,29;56,13;4 644,87;3 983,88;4 673,75;20 840,59;4 641,59;132 435,61;11 546,16;6 758,93;14 731,46;22 627,47;10 037,18;10 567,46;11 264,83;15 123,55;48 641,60;26 684,78;10 085,31;9 573,55;0;495,85;31 893,52;7 275,38;957,68;1 528,68;5 363,50;5 317,58;3 316,63;108 189,44;5 585,53;267 012,89;383,41;14 556,00;4 502,65;21 419,78;21 560,08;42,13;45,66;49,87;46,19;430 360,28;221 554,63;204,14;106 537,03
42000000000;10.01.2019;66,56;71,43;57,77;30,15;69,55;42,18;23,09;157,89;24,79;32,4;30,82;73;41,75;246,75;157,84;0;371,46;154,32;241,22;221,37;160,68;285,91;198,34;480,57;53,18;447,34;6,75;104,87;72,13;13,71;29,88;55,25;4 675,24;4 009,01;4 702,31;22 941,51;5 539,93;110 719,31;13 626,17;7 542,63;16 649,09;25 094,33;11 353,27;12 104,19;12 324,28;17 019,04;56 258,10;31 180,90;10 386,92;9 787,81;0;459,73;44 822,07;11 684,24;1 258,62;2 468,00;6 447,46;5 941,48;3 633,27;116 127,27;6 624,97;306 431,59;388,17;17 146,63;4 534,01;24 854,00;23 807,13;42,16;45,73;50,68;46,15;458 618,38;241 190,19;241,55;110 512,02
