oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
75000000000;01.01.2019;75,79;92,74;62,96;32,85;74,84;45,77;22,95;173,36;25,43;29,96;20,93;77,8;43,23;436,55;192,37;0;260,23;147,39;301,94;457,09;226,97;260;174,1;482,47;52,22;492,24;6,51;122,81;82,61;17,45;33,02;82,84;4 984,46;4 264,95;5 000,82;13 962,85;2 489,22;43 895,94;7 821,57;2 614,39;10 769,15;12 812,11;6 103,70;6 005,41;4 474,61;5 290,61;42 334,70;12 943,50;10 203,23;6 122,93;0;350,22;16 130,73;3 382,68;429,47;1 076,52;5 293,19;6 267,01;1 897,64;93 071,46;4 386,47;177 536,50;315,71;6 886,11;3 211,47;13 370,74;24 098,84;39,76;43,42;49,04;46,23;585 824,63;258 702,98;441,73;50 608,44
75000000000;02.01.2019;75,5;92;62,48;32,36;72,46;43,15;22,5;163,64;25,63;30,92;20,65;76,7;42,75;366,49;176,36;0;349,79;147,71;301,34;395,47;216,61;264,16;166,12;480,98;52,13;468,62;6,56;125,24;79,48;17,22;35,17;77,17;4 982,87;4 269,90;4 980,10;38 956,92;6 655,90;114 242,34;21 337,62;7 556,78;21 112,49;35 681,21;17 325,76;17 002,07;13 654,48;16 837,04;98 084,60;37 162,09;17 750,00;16 316,54;0;1 248,82;44 102,22;10 253,71;1 301,97;2 562,17;11 531,26;19 028,52;5 518,93;238 669,49;11 786,35;471 985,52;859,79;18 227,83;8 433,53;36 804,98;53 119,05;39,78;43,46;49,32;45,93;927 121,00;460 160,69;533,69;104 829,26
75000000000;03.01.2019;73,14;91,5;64,65;31,35;70,59;42,01;22,66;160,98;25,4;31,39;21,18;76,1;43,3;313,36;128,42;259,74;288,04;146,6;281,48;345,96;210,58;264,51;167,73;476,36;52,22;452,38;6,52;123,98;80,86;14,84;32,54;71,33;4 806,01;4 109,54;4 789,53;45 640,69;8 276,76;173 049,37;26 466,93;10 088,97;28 096,49;42 318,53;24 474,90;22 328,50;17 262,61;21 217,53;123 495,30;43 757,88;20 583,07;28 648,10;270,12;2 191,40;65 191,01;19 159,25;2 152,12;3 114,44;15 320,29;23 973,21;6 765,48;285 624,76;16 008,63;624 968,62;1 137,43;23 108,40;9 791,43;47 052,96;60 947,88;39,76;43,34;49,16;46,05;1 060 246,75;509 556,69;357,99;134 217,73
75000000000;04.01.2019;71,48;84,03;63,55;30,24;71,64;43,53;22,43;160,63;25,75;31,03;21,32;75,6;43,11;296,12;124,92;330,15;314,73;147,13;277,77;342,55;201,32;260,85;166,64;435,23;51,41;449,71;6,51;123,4;79,89;19,59;29,88;72,75;4 792,10;4 099,33;4 766,81;61 741,46;10 316,94;190 543,61;35 298,94;13 315,41;33 525,53;47 829,84;30 387,72;26 365,32;19 804,67;25 728,11;145 326,40;52 392,81;21 863,32;32 547,54;241,1;3 422,51;85 545,90;22 724,79;3 067,48;4 071,49;17 828,69;28 333,85;10 266,50;317 321,04;19 660,11;761 064,12;1 477,64;30 018,61;10 143,34;58 936,14;67 327,23;39,95;43,78;49,21;46,62;1 163 062,88;551 633,50;832,53;166 985,63
75000000000;05.01.2019;69,65;89,96;63,9;30,81;68,57;44,02;22,27;156,26;26,05;29,78;21,39;75;43,15;289,25;147,99;317,05;248,51;148,97;266,71;348,67;200,78;263,66;168,53;472,42;51,55;451,64;6,51;123,25;77,91;14,18;31,23;72,19;4 714,44;4 027,50;4 698,26;53 136,50;11 107,76;190 078,24;37 494,17;13 986,80;32 423,69;53 795,70;39 017,63;29 785,90;22 985,01;27 158,87;165 663,00;55 116,70;22 901,22;27 004,72;230,89;3 881,74;98 658,73;24 179,30;3 055,91;4 134,09;18 015,73;29 575,73;8 630,91;323 304,04;19 918,09;890 230,38;1 666,19;32 272,81;13 496,02;62 027,86;69 501,75;40,02;43,82;49,08;46,82;1 153 718,75;558 022,56;525,53;162 373,41
75000000000;06.01.2019;72,23;92,7;64,19;31,71;69,19;42,96;22,23;167,06;26,16;30,82;22,78;77;42,95;298,1;148,11;292,58;343,54;152,31;275,97;377,27;196,36;269,58;169,42;474,1;51,69;455,83;6,46;124,38;78,14;16,28;30,57;72,42;4 941,27;4 228,89;4 934,27;49 503,43;12 680,16;195 487,60;39 652,66;15 102,87;33 147,16;58 867,06;41 421,78;33 060,61;25 035,20;27 908,84;182 806,50;58 042,94;24 610,58;27 010,64;289,33;2 785,85;111 810,03;26 383,89;2 667,95;5 192,19;15 805,60;31 399,14;10 036,44;315 230,58;22 704,11;1 036 924,71;2 136,73;34 786,94;13 185,58;66 604,07;69 329,47;40,09;43,75;49,01;46,63;1 120 454,63;544 261,69;612,79;154 926,38
75000000000;07.01.2019;71,97;86,86;63,7;30,73;69,02;42,35;22,01;161,62;26,35;31,61;22,97;76,7;41;308,45;139,37;338,47;322,69;151,3;271,07;424,86;207,9;263,33;167,59;443,73;51,07;450,43;6,36;122,37;76,07;16,22;31,36;71,7;4 937,54;4 223,36;4 924,36;46 527,05;9 558,88;174 207,50;33 685,86;12 860,37;30 221,65;51 703,47;31 068,50;29 012,84;20 457,29;24 512,97;159 361,60;67 170,78;20 391,84;26 060,20;166,18;2 177,01;89 965,38;19 390,02;1 633,85;3 690,49;17 220,51;26 164,90;10 015,56;305 424,87;20 097,20;885 786,22;1 739,10;32 430,72;10 073,71;56 737,29;64 123,02;40,05;43,82;49,25;46,82;1 063 739,13;501 939,00;687,89;141 455,08
75000000000;08.01.2019;71,92;80,43;63,3;29,75;71,61;41,35;21,99;165,23;26,01;32,39;23,31;76,4;43,04;280,84;126,67;169,04;284,12;149,24;264,21;325,91;193,24;264,33;169,8;439,1;51,58;447,33;6,37;123,01;78,06;14,7;29,34;68,6;4 716,16;4 033,44;4 717,19;56 584,51;10 804,01;182 744,90;35 479,65;14 629,44;35 064,04;55 774,75;32 804,73;32 509,09;23 457,31;30 163,02;166 869,50;60 422,62;20 622,73;32 524,79;440,31;3 204,01;100 193,62;17 441,36;2 824,68;3 349,97;19 649,90;27 046,83;10 941,00;327 244,54;22 823,48;921 360,70;1 822,71;35 192,35;12 669,60;60 337,02;71 109,91;40,05;43,85;49,1;46,6;1 150 739,75;547 782,44;670,42;172 857,70
75000000000;09.01.2019;70,08;81,09;62,69;29,73;70,37;42,42;22,2;159,59;25,99;32,56;22,81;76,6;42,63;251,79;106,58;206,87;245,09;150,38;253,83;295,52;189,99;261,55;168,52;429;51,29;438,21;6,32;123,48;74,99;15,74;28,23;66,14;4 585,29;3 916,37;4 581,58;56 617,74;11 138,17;188 133,07;36 049,29;15 460,10;36 637,40;50 803,91;34 806,87;30 979,61;23 306,28;29 674,61;163 501,40;66 230,81;26 651,35;46 257,19;286,94;3 814,02;104 741,25;16 982,90;3 191,85;4 465,19;17 855,82;27 692,09;11 015,55;333 648,90;24 602,14;937 657,76;1 724,97;36 303,10;13 645,00;68 523,19;78 468,65;40,03;43,86;49,12;46,75;1 121 285,75;482 335,50;353,96;198 992,56
75000000000;10.01.2019;70,36;77,36;63,28;28,43;67,91;43,81;23,33;165,2;26,15;33,48;23,71;77;42,84;259,47;127,67;195,33;331,16;149,99;263,83;279,67;183,54;260,63;166,86;420,83;51,43;441,08;6,33;123,73;74,86;13,94;29,81;68,63;4 713,23;4 032,03;4 710,13;60 911,50;12 983,15;190 261,35;38 583,30;17 357,32;39 053,94;55 015,24;36 326,42;34 266,42;25 972,31;30 517,24;180 076,50;73 150,43;28 998,35;39 721,60;298,27;3 480,21;118 926,84;23 186,24;3 614,29;6 290,34;19 392,76;28 963,50;12 402,29;334 634,99;24 028,49;1 039 546,21;2 147,93;45 186,22;14 438,94;83 469,91;86 008,64;40,05;43,82;49,58;46,7;1 211 666,63;529 701,25;438,51;216 032,45
