oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
78000000000;01.01.2019;80,19;93,75;59,78;33,63;73,03;41,53;21,15;154,16;30,34;28,36;25,39;69,9;43,62;441,19;184,89;0;412,41;176,55;318,51;517,9;241,66;238,51;191,51;499,03;49,26;480,07;6,63;114,31;84,48;15,94;35,18;72,14;5 247,21;4 517,18;5 195,33;6 139,09;1 314,56;24 310,18;2 965,96;1 437,39;4 098,98;9 123,65;3 822,72;2 991,26;2 412,68;2 852,36;22 076,20;8 005,10;4 531,88;3 006,76;0;248,87;6 884,65;1 781,23;195,6;552;2 655,75;2 183,16;992,47;39 639,81;2 125,91;80 673,37;57,27;3 545,74;1 319,20;5 566,26;8 971,00;40,2;42,68;45,86;45,21;191 231,81;176 051,28;1 244,22;48 272,91
78000000000;02.01.2019;73,23;94,33;56,69;32,56;73,94;42,22;20,39;156,22;29,22;35,15;25,03;70,5;42,92;358,1;176,3;0;361,16;173,75;309,05;426,66;244,07;235,75;187,92;496,08;49,02;471,75;6,51;111,96;80,96;19,68;36,03;75,74;4 988,10;4 289,56;4 954,24;22 260,66;3 747,91;70 904,91;9 930,62;4 356,83;11 730,86;24 888,43;12 039,86;8 509,51;6 992,79;9 407,85;55 421,90;22 745,81;8 794,36;8 306,52;0;872,69;19 486,18;5 738,30;603,54;1 277,79;8 319,63;6 787,69;3 223,08;102 078,92;6 305,56;245 211,93;177,16;10 041,17;3 564,86;16 343,49;23 523,53;40,18;42,71;45,8;45,14;328 626,34;362 070,88;2 575,72;110 552,52
78000000000;03.01.2019;73,93;85,83;57,88;32,36;73,08;41,68;20,2;151,28;29,62;34,86;26,6;71,2;43,07;313,37;164,18;286,74;315,17;167,77;291,31;424,97;233,04;234,26;185,67;488,92;48,87;447,76;6,25;111,37;77,11;19,83;37,13;73,12;4 869,16;4 181,66;4 845,21;22 781,65;5 867,51;82 587,26;11 603,32;5 612,47;13 546,50;29 844,01;13 976,65;10 145,44;8 351,20;11 721,15;64 784,50;27 033,74;9 501,50;10 668,31;176,55;1 570,62;27 935,62;7 687,30;858,22;1 666,53;10 389,72;8 815,15;4 502,28;121 905,17;8 748,82;323 634,03;263,11;14 129,56;4 476,18;21 650,67;27 075,99;40,39;42,83;45,96;45,02;381 253,25;407 483,22;2 150,14;149 065,52
78000000000;04.01.2019;74,27;89,16;57,8;32,51;72,92;42,1;20,05;149,23;29,45;33,92;25,58;71;43,06;309,93;164,5;401,35;335,98;169,67;271,77;416,51;232,31;236,23;184,71;483,82;48,66;449,62;6,2;111,65;75,03;18,14;35,07;74,58;4 869,14;4 179,51;4 843,94;24 580,63;5 313,33;89 392,51;13 185,53;6 481,28;15 774,13;34 995,93;16 532,69;11 775,51;10 533,88;12 992,42;72 230,40;31 295,64;10 938,40;11 872,72;167,01;1 571,82;35 813,91;11 012,59;952,88;1 951,59;11 083,12;10 250,54;4 867,03;128 938,51;9 855,89;388 679,87;311,95;16 517,46;5 227,56;24 831,06;29 061,58;40,42;42,71;45,98;45,44;407 945,28;428 070,41;1 959,57;174 910,61
78000000000;05.01.2019;69,56;91,61;58,45;32,18;72,57;42,59;19,59;150,78;29,61;32,03;25,59;71,3;42,94;291,19;167,9;384,28;356,5;174,57;265,9;422,69;220,51;236,93;184,84;483,51;48,97;452,75;6,26;116,87;76,25;18,2;35,96;71,46;4 914,85;4 220,09;4 888,64;27 473,54;5 932,32;88 964,01;15 517,59;7 099,23;16 214,02;35 862,88;19 997,65;12 656,21;12 342,04;13 332,58;77 963,50;33 460,68;10 860,67;11 679,29;156,26;1 492,32;39 933,22;12 019,79;1 030,03;2 408,32;11 166,70;10 557,13;5 210,97;126 543,97;11 050,56;432 410,60;357,83;17 650,33;5 451,98;25 975,63;29 896,02;40,4;42,87;45,99;45,64;417 804,97;452 037,47;2 199,29;167 786,20
78000000000;06.01.2019;72,17;97,82;58,27;32,42;73,51;42,86;20,36;149,34;30,67;33,22;26,94;71,4;42,85;297,89;166,89;351,42;382,93;177,53;303,54;390,42;200,97;236,9;185,56;485,66;48,98;449,28;6,19;112,03;76,01;17,26;34,26;70,05;4 956,94;4 261,53;4 910,08;24 321,22;6 357,23;92 001,25;17 120,60;7 281,52;15 757,37;40 409,49;24 886,99;13 805,20;13 075,49;13 228,96;84 324,00;34 006,71;11 647,60;12 299,86;194,4;1 431,63;43 028,41;10 556,66;1 028,02;3 149,22;11 034,92;11 097,03;5 378,04;124 149,76;12 588,23;508 988,62;356,08;18 880,07;6 158,85;27 110,99;28 901,32;40,41;42,7;45,98;45,64;409 159,75;448 603,31;3 466,77;165 509,50
78000000000;07.01.2019;77,69;88,09;57,77;31,57;71,8;42,69;20,33;147,7;30,18;32,46;26,72;71,7;41,82;295,08;169,96;0;391,7;174,52;286,81;400,22;231,75;233,84;184,31;482,6;48,1;441,76;6,06;109,42;74,4;17,87;31,06;74,28;4 932,24;4 239,75;4 899,89;20 500,55;5 540,02;82 636,68;13 874,58;6 477,15;14 178,77;34 615,15;20 104,71;11 592,08;9 617,05;11 538,46;73 515,60;33 443,38;9 625,09;9 662,37;0;1 134,49;35 517,73;8 295,34;755,43;1 870,39;9 514,96;9 066,11;4 048,35;114 908,92;10 253,71;426 712,24;269,67;17 200,95;4 837,07;22 382,42;25 580,65;40,4;42,87;45,98;45,66;357 922,38;385 058,66;2 432,54;142 217,70
78000000000;08.01.2019;72,83;82,22;57,78;31,74;70,54;42,76;20,11;148,28;29,79;34,41;26,73;72,5;42,34;276,29;165,71;259,94;385,69;177,28;271,74;374,08;128,16;235,86;183,91;465,87;48,32;440,96;6,17;104,02;73,95;20,18;31,57;74,56;4 868,12;4 183,56;4 849,01;28 767,23;5 605,99;87 407,60;13 503,58;7 906,06;17 015,68;34 963,64;18 166,26;12 755,91;11 207,03;13 542,29;79 001,10;37 191,58;10 456,58;12 831,09;198,64;1 190,95;37 607,18;7 903,09;767,43;2 972,62;12 462,77;10 324,60;5 393,03;133 562,46;9 718,74;447 051,58;353,84;18 796,59;5 779,78;25 441,43;30 961,92;40,4;42,85;45,8;45,69;385 865,84;401 751,97;2 567,97;163 079,59
78000000000;09.01.2019;74,49;82,12;56,11;31,01;69,1;39,32;20,18;146,07;29,68;33,35;26,62;70,7;42,57;237,32;155,13;216,05;345,9;170,74;248,2;349,24;130,37;240,59;182,9;461,02;48,75;431,9;6,17;99,25;72,88;15,38;31,5;65,4;4 700,74;4 037,20;4 695,25;25 093,31;5 684,27;92 383,82;12 593,42;8 177,91;18 286,30;32 050,40;17 280,20;11 892,26;11 984,23;14 039,33;75 851,90;38 416,15;12 311,44;14 787,93;177,84;1 093,59;38 029,90;8 748,58;669,24;2 766,26;13 043,64;9 575,09;5 779,45;124 504,17;9 504,21;398 831,50;449,23;18 367,87;5 534,68;25 661,50;29 414,33;40,41;42,82;45,76;45,6;377 753,41;328 631,63;1 390,14;190 552,69
78000000000;10.01.2019;74,71;81,83;58,44;31,55;69,84;42,52;20,16;146,7;30,02;33,76;27,8;70,8;42,64;239,07;160,12;215,46;337,13;170,61;263,69;381,61;121,1;238,59;182,1;459;49,18;438,99;6,4;89,42;72,25;16,91;31,47;66,75;4 791,38;4 113,13;4 767,48;27 713,70;6 579,75;86 998,73;14 046,62;9 238,65;19 607,66;35 774,77;20 297,56;13 026,80;13 728,36;14 964,47;81 959,40;44 143,25;12 630,34;14 340,09;190,01;1 239,24;43 775,38;9 940,23;920,88;4 004,47;13 984,60;10 247,20;5 981,01;127 584,18;10 687,70;445 999,98;729,57;21 939,72;5 559,24;31 027,72;33 798,21;40,43;42,69;45,53;45,71;418 603,91;377 500,56;1 937,41;214 796,91
