oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
87000000000;01.01.2019;79,17;97,97;78,99;35,42;70,88;43,68;31,24;180,26;32,71;43,39;32,34;78,4;51,96;495,46;221,59;0;0;174,02;315,78;392,98;290,36;260,94;213,74;608,5;57,8;525,2;7,76;0;83,97;29,31;35,95;70,12;5 782,87;4 949,25;5 707,64;3 648,73;752,57;11 424,64;1 252,65;762,97;2 795,58;3 760,65;2 061,67;1 248,41;1 068,63;1 424,74;11 078,30;4 173,74;2 227,05;1 693,77;0;0;4 136,21;715,09;88,13;234,99;1 409,15;1 283,14;497,61;20 444,35;1 289,39;32 278,50;0;1 801,76;455,6;2 891,84;6 586,45;41,04;43,82;51;47,78;152 387,66;79 106,30;12;16 115,30
87000000000;02.01.2019;81,28;102,02;74,54;33,59;66,63;42,72;31,44;181,94;32,66;42,58;32,49;76,7;51,15;407,02;205,24;0;395,03;169,39;307,43;308,63;266,53;256,86;210,72;593,2;57,39;513,89;7,61;119,6;85,97;27,57;37,03;67,63;5 462,37;4 672,41;5 394,11;7 928,38;1 753,16;35 484,80;4 854,65;2 369,13;6 858,82;10 404,86;5 288,54;3 690,65;3 572,14;4 873,00;26 832,30;10 401,74;3 862,38;4 129,48;0;390,97;13 150,34;2 695,21;536,75;473,55;3 612,62;3 412,57;1 358,84;49 216,46;3 181,42;90 616,77;105,53;4 464,11;1 312,06;7 754,97;14 137,94;41,14;43,8;51;48,1;227 189,41;120 084,49;100;32 293,64
87000000000;03.01.2019;80,94;112,01;70,92;33,21;75,24;43,54;30,99;190,6;33,03;41,99;32,57;77,9;49,05;348,93;189,4;0;325,11;168,58;294,55;341,46;255,63;258,8;203,56;582,81;57,94;487,83;6,79;133,16;81,43;25,44;35,08;69,34;5 336,71;4 559,86;5 298,38;10 046,57;2 525,31;45 678,59;6 534,80;2 865,67;7 882,26;14 206,21;5 950,52;4 600,51;4 633,14;6 457,46;28 045,50;12 785,07;4 415,86;5 816,61;0;566,33;18 285,59;4 275,70;877,57;707,39;4 583,18;4 275,33;1 777,74;56 870,14;4 230,18;164 779,00;118,76;5 952,28;1 913,84;10 932,84;17 937,24;41,09;43,82;51;47,94;257 254,92;138 358,94;70;43 973,77
87000000000;04.01.2019;77,06;112,34;72,25;28,3;68,18;29,33;30,27;175,54;31,55;40,42;31,78;78,8;43,32;292,09;158,53;0;394,99;163,84;285,17;331,3;247,05;255,45;204,47;561,31;56,97;479,28;6,47;132,02;80,96;19,77;30,57;62,42;5 329,68;4 553,29;5 274,45;14 110,99;3 518,08;49 958,41;10 845,92;4 126,13;15 510,83;16 262,83;7 813,39;6 253,19;5 855,05;7 765,52;34 121,20;17 866,83;6 056,77;8 039,69;0;549,64;27 876,80;5 658,04;1 165,75;1 034,85;5 323,32;5 629,81;2 434,33;66 036,94;5 555,78;228 772,79;189,05;8 339,39;4 028,59;14 784,78;21 959,37;41,69;44,49;0;48,81;278 093,22;151 560,66;0;54 035,93
87000000000;05.01.2019;77,14;112,61;72,68;33,02;72,06;40,68;30,22;173,47;32,55;41,7;31,06;80,2;47,25;317,07;182,97;0;343,14;166,91;279,71;308,21;231,21;258,68;206,8;565,79;56,9;484,55;6,43;132,93;83,23;24,98;33,02;69,85;5 273,41;4 500,60;5 228,09;13 001,18;3 267,21;52 429,52;9 953,88;4 105,16;10 703,05;18 583,47;8 717,04;6 836,00;7 009,39;8 911,18;36 619,40;17 610,70;5 004,66;6 844,27;0;856,58;28 988,69;6 537,00;1 365,54;998,11;5 258,89;5 694,05;2 373,30;67 374,39;6 292,53;254 713,38;221,19;8 179,10;2 738,17;14 544,04;20 719,17;41,68;44,51;51;48,76;296 444,50;158 460,23;70;55 208,24
87000000000;06.01.2019;77,72;106,56;73,09;34,09;76,28;43,27;31,15;178,48;32,8;42,93;30,58;81,7;48,16;344,04;182,77;0;422,83;167,8;290,93;291,21;241,05;259,93;207,26;580,93;58,08;498,7;6,79;138,77;81,25;25,82;31,88;66,36;5 426,83;4 639,75;5 391,85;11 780,92;3 643,80;52 017,24;9 959,90;4 001,58;9 540,74;20 417,53;11 396,06;7 601,19;7 351,11;8 866,68;38 934,70;16 168,63;5 328,96;6 293,11;0;510,7;30 357,67;5 858,32;1 251,45;1 173,70;5 374,30;5 775,38;2 476,82;64 466,52;6 325,92;260 064,22;211,96;8 881,41;2 079,16;14 766,54;17 144,69;41,72;44,36;0;48,64;277 441,91;165 197,25;0;50 452,18
87000000000;07.01.2019;76,62;97,39;71,53;32,66;71,06;41,92;31,14;170,06;34,11;42,38;29,69;81,1;50,23;321,77;192,74;0;344,92;168,08;291,28;250,96;245,98;253,86;201,69;582,77;57,55;498,62;6,89;133,12;81,83;25,57;32,95;65,39;5 219,00;4 459,30;5 184,23;11 060,33;2 750,28;47 751,05;8 375,12;3 743,19;9 064,62;17 680,66;9 752,31;6 409,63;6 011,35;7 805,32;37 213,60;15 294,36;4 856,03;5 924,38;0;516,53;24 731,29;4 195,11;1 135,10;716,22;5 051,77;5 180,38;2 089,03;59 558,78;5 071,46;211 891,83;170,48;7 412,95;1 819,09;12 419,72;17 118,30;41,71;44,52;51;48,57;257 366,25;141 265,97;214,34;46 107,53
87000000000;08.01.2019;77,87;96,86;71,16;28,59;66,51;38,05;31,75;164,11;32,86;42,82;29,91;82,6;45,67;309,73;172,48;0;379,44;165,2;287,59;261,86;233,94;254,7;209,47;551,57;57,26;482,95;6,64;127,55;80,93;21,82;29,47;62,3;5 238,92;4 475,17;5 204,75;13 539,26;3 371,25;50 310,19;10 487,99;4 681,11;13 103,87;18 106,01;9 588,55;7 109,05;6 977,69;9 085,81;38 548,20;19 500,93;5 300,30;7 510,06;0;540,02;29 068,17;4 321,49;1 461,59;690,52;5 906,82;5 873,28;2 628,08;67 995,54;5 583,06;245 112,68;220,69;9 133,59;3 098,09;14 548,65;21 638,86;41,8;44,41;51;48,85;284 633,22;161 166,56;60;59 753,52
87000000000;09.01.2019;66,58;95,15;71,22;26,41;67,61;35,73;31,68;164,48;32,92;43,09;30,18;84,4;46,52;261,04;178,84;0;341,22;164,53;294,15;294,83;214,39;254,95;204,06;552,53;56,96;467,8;6,57;122,95;80,31;20,88;30,79;61,72;5 223,15;4 457,14;5 193,89;15 796,66;3 337,28;51 228,79;9 409,18;4 910,04;13 595,73;16 320,08;8 335,99;6 797,60;6 712,71;8 420,95;32 613,50;18 620,82;6 562,35;7 662,97;0;461,72;30 203,60;3 834,90;991,37;859,78;6 404,28;5 621,30;2 493,52;64 308,75;5 464,32;219 713,84;219,53;9 168,47;3 050,04;14 885,04;21 605,89;41,74;44,43;51;48,8;294 397,16;147 635,89;135,82;67 599,51
87000000000;10.01.2019;76,12;94,59;71,22;31,44;64,22;37,38;31,91;168,36;33,86;43,37;32,96;83,7;47,63;246,09;168,02;0;389,34;168,62;281,11;320,73;211,97;257,08;203,94;553,45;57,42;480,7;6,42;124,77;84,37;21,83;25,03;60,78;5 361,63;4 579,54;5 326,82;15 174,06;4 310,45;55 100,15;9 682,54;5 913,41;15 244,71;18 734,49;11 557,66;7 889,66;7 892,58;9 317,23;40 434,90;21 694,42;7 786,87;8 910,50;0;520,95;34 280,00;5 513,50;1 246,21;1 097,00;6 587,11;5 865,94;2 604,39;65 677,69;6 082,44;275 025,19;227,76;10 031,41;3 445,91;21 262,53;23 474,67;41,76;44,49;51;48,72;301 755,47;151 513,13;20;70 276,09
