oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
29000000000;01.01.2019;78,83;100,46;62,25;36,79;76,67;42,79;24,31;161,24;29,65;33,27;32,92;80,8;42,34;455,9;187,15;0;324;172,14;333,61;528,84;281,99;268,39;224,4;544,16;57,1;502,4;6,77;133,1;83,56;16,39;36,53;75,31;5 459,77;4 683,64;5 450,15;5 096,65;912,99;23 598,94;1 972,43;1 246,92;3 607,55;6 879,44;2 576,20;2 560,40;2 130,86;2 485,06;13 915,80;6 429,71;3 665,72;2 384,29;0;188,66;5 844,22;847,06;191,76;285,44;1 756,10;1 030,91;803,54;27 846,95;1 606,91;66 008,51;62,75;2 852,09;1 022,54;5 517,00;7 413,19;39,41;42,54;0;43,43;217 979,06;201 207,06;0;46 375,66
29000000000;02.01.2019;77,35;99,56;60,63;31,75;79,21;42,59;24,62;167,42;29,77;36,15;32,89;78,4;42,39;384,56;179,93;0;330,82;166,36;316,23;509,25;270,27;271,5;222,38;536,5;56,65;498,13;6,43;130,77;83,26;17,06;37,05;76,91;5 374,02;4 608,73;5 370,53;13 162,42;2 710,57;66 160,47;9 209,95;3 759,33;9 793,62;17 908,70;9 022,61;7 685,51;7 067,45;8 236,66;37 635,70;19 211,58;6 758,47;5 596,24;0;487,74;16 748,10;2 608,31;597,06;793,64;5 375,02;3 831,92;2 523,39;71 489,09;4 449,37;221 168,00;191,07;8 156,24;3 137,31;14 068,35;16 438,00;39,47;42,66;48,9;43,59;339 649,09;362 907,88;149,31;105 225,68
29000000000;03.01.2019;76,61;94,22;60,83;31,8;76,35;41,89;23,93;157,37;29,2;35,21;32,63;74,4;42,63;331,7;170,11;0;347,97;173,49;306,09;496,39;263,71;264,02;213,8;531,87;56,2;487,98;6,44;126,78;78,86;18,71;36,24;79,86;5 313,73;4 563,28;5 288,51;16 262,01;3 633,42;77 973,29;11 188,19;4 719,33;12 114,76;20 719,11;11 193,04;9 553,25;8 505,47;10 524,50;47 180,60;22 335,00;7 128,19;6 917,16;0;604,37;18 747,32;3 543,11;782,52;974,18;6 340,58;5 103,93;3 400,83;84 303,52;5 405,58;270 482,50;244,23;10 017,84;3 982,22;17 230,65;19 332,39;39,46;42,55;48,9;43,54;387 464,47;403 340,50;92,22;140 243,52
29000000000;04.01.2019;76,05;98,28;60,73;32,02;79,86;41,17;22,92;159,9;29,76;35,97;32,53;74;42,21;311,62;178,16;0;297,33;176,59;297,49;414,53;247,45;266,48;213,53;533,4;55,88;471,11;6,1;129,76;76,91;16,62;32,88;75,59;5 104,43;4 378,32;5 081,26;18 158,04;3 863,93;84 716,22;13 615,14;5 765,67;13 553,96;23 614,16;13 867,65;11 170,52;10 005,44;12 643,58;55 562,70;26 107,08;7 760,70;7 841,11;0;790,92;27 802,22;3 601,07;858,21;1 136,64;6 863,00;5 568,00;3 896,19;90 996,40;6 520,82;348 855,50;297,46;12 432,37;4 251,07;21 121,29;20 703,50;39,53;42,72;48,9;43,77;399 620,47;411 284,66;101,55;156 833,59
29000000000;05.01.2019;75,21;97,49;61,31;32,09;79,7;42,11;22,32;161,11;29,33;34,7;32,76;75,3;41,68;305,58;167,05;0;376,27;173,34;296,53;456,4;215,5;260,26;216,1;532,75;56,67;470;6,79;130,48;77,61;19,35;32,5;77;5 273,45;4 530,05;5 259,12;19 106,12;4 424,21;85 740,45;15 827,55;6 334,07;14 047,94;26 187,38;15 906,06;12 996,54;12 899,12;13 264,24;60 448,90;30 303,64;8 301,84;8 392,96;0;642,47;34 433,48;3 899,29;838,22;1 612,52;8 267,79;6 474,44;4 287,76;90 441,61;7 532,11;313 329,00;337,9;13 222,51;4 611,02;23 159,66;21 243,84;39,54;42,64;48,9;43,7;404 310,84;422 076,69;93,77;162 680,44
29000000000;06.01.2019;73,93;103,55;61,18;32,49;76,87;42,77;22,07;153,69;30,65;34,99;34,93;76,8;41,76;296,74;174,23;0;309,43;175,27;312,23;441,22;211,08;268,21;217,98;533,73;57,26;471,15;6,26;131,18;77,46;16,17;34,37;76,17;5 198,56;4 460,46;5 175,91;18 728,56;4 912,02;87 337,36;17 177,31;6 866,14;13 708,63;30 221,57;19 694,90;14 600,82;15 713,76;13 508,57;66 851,80;29 959,13;10 693,25;8 837,08;0;927,73;37 310,55;3 740,17;970,43;2 091,92;6 480,03;6 224,81;4 237,40;94 855,84;8 616,38;464 779,13;360,01;14 220,20;4 473,01;24 697,30;19 982,80;39,54;42,69;48,9;44,31;395 689,56;423 917,84;129,17;147 656,59
29000000000;07.01.2019;75,29;96,04;59,96;30,75;73,05;42,37;22,38;154,3;30,02;35,08;34,74;76,3;40,19;314,52;170,98;0;384,7;176,06;306,35;438,51;230,77;268,95;218,18;534,15;56,57;461,51;6,36;132,21;76,26;16,14;34,29;74,29;5 266,05;4 525,19;5 252,90;16 605,39;3 865,59;77 062,87;13 729,17;5 736,78;11 845,89;24 334,12;14 352,22;11 794,73;11 025,94;10 925,51;51 956,30;28 786,30;7 103,37;6 975,98;0;455,66;28 030,21;3 066,60;746,57;1 262,78;5 905,43;5 022,20;3 259,83;83 337,85;6 466,22;330 182,00;281,64;11 679,17;4 334,56;19 196,00;18 287,94;39,51;42,66;48,9;44,29;365 220,19;397 456,84;55,21;129 951,34
29000000000;08.01.2019;75,99;89,34;56,7;31,57;74,41;40,77;22,59;156,84;29,93;36,51;34,95;74,2;41,73;130,31;101,94;0;393,6;172,73;279,49;373,11;227,84;272,9;215,42;511,86;55,01;453,23;6,07;129,03;78,12;18,86;35,34;73,59;5 065,56;4 352,78;5 042,49;19 542,08;3 889,27;86 979,55;14 388,57;6 775,59;15 129,53;24 453,77;13 331,70;13 286,06;12 332,89;13 921,81;57 865,20;31 280,24;18 964,11;14 427,42;0;372,36;30 524,08;3 574,14;776,22;1 084,97;7 130,74;5 883,02;3 625,35;103 939,14;6 290,88;378 846,50;293,33;13 006,93;4 048,31;21 622,50;21 255,00;39,47;42,65;0;44,23;403 832,06;409 942,88;0;155 313,73
29000000000;09.01.2019;76,69;84,53;61,52;31,12;78,41;42,87;23,13;151,78;29,58;39,29;35,05;75,5;42,72;222,86;148,01;0;372,6;169,21;266,23;328,75;218,5;272,47;210,07;515,73;54,31;454,32;6,06;127,41;74,65;18,49;34,31;68,99;5 028,28;4 310,48;5 009,60;19 882,45;3 964,26;80 641,26;11 904,75;6 350,42;13 802,81;21 929,75;12 938,26;12 979,11;11 332,09;12 504,23;55 099,30;31 631,15;10 232,64;10 621,94;0;500,81;35 216,34;3 466,65;809,66;976,09;6 797,88;5 955,11;3 865,26;94 554,28;5 843,18;336 454,33;289,56;13 791,76;4 103,89;23 067,72;24 147,56;39,5;42,69;48,9;44,21;370 400,34;324 494,97;40,89;177 124,17
29000000000;10.01.2019;75,82;83,46;60,08;31,1;78,97;42,6;22,08;153,82;30,23;40,68;35,42;75,3;43,12;210,98;144,76;0;394,02;171,39;298,19;343,94;196,68;274,93;206,5;490,31;55,03;455,18;6,16;126,63;75,63;19,28;32,21;71,61;5 096,42;4 376,43;5 063,74;23 692,54;4 682,25;83 103,41;13 468,10;7 407,43;15 724,28;24 016,67;15 372,57;15 353,06;13 261,85;13 959,43;65 748,60;35 381,90;12 772,35;13 241,25;0;479,26;35 407,90;3 023,74;915,85;1 587,45;7 517,04;6 544,03;5 253,33;100 262,80;6 932,33;382 285,72;299,28;15 815,75;4 382,06;28 057,40;25 816,62;39,49;42,68;48,9;44,16;365 647,38;314 825,03;55,86;174 292,80
