oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
71000000000;01.01.2019;77,91;96,54;57,39;32,43;80,17;45,55;23,52;170,64;27,19;27,19;25,5;81,6;47,02;420,85;206,6;0;322,31;172,94;319,75;459,22;235,95;269,48;192,75;497,89;51,09;520,69;6,61;124,31;91,11;20,42;34,47;82,71;5 162,25;4 432,92;5 194,05;8 766,60;1 169,40;23 233,19;4 104,09;1 505,02;4 267,70;8 001,10;4 606,37;4 034,31;2 594,48;2 413,43;22 967,30;6 581,21;5 522,64;3 319,52;0;375,29;8 147,97;1 691,98;317,74;526,82;2 256,49;2 385,27;798,31;42 846,69;2 421,80;93 806,50;116,39;3 499,14;1 931,06;7 249,47;10 453,00;40,48;44,13;50,9;47,35;365 435,91;199 156,66;1 175,25;35 080,54
71000000000;02.01.2019;74,72;91,28;57,33;31,18;77,77;49,08;22,95;173,11;27,34;30,2;24,91;79,7;47,44;362,11;186,86;0;300,72;169,43;278,31;479,61;228,79;266,12;187,33;490,21;50,08;503,55;6,58;127,99;90,71;18,97;37,37;77,45;5 083,54;4 357,49;5 117,19;19 661,01;3 509,56;62 758,03;12 883,82;4 675,87;11 988,93;21 462,62;14 504,73;10 574,63;7 486,59;7 860,62;52 584,30;18 126,28;10 126,84;9 436,25;0;1 499,14;22 540,82;7 278,60;815,56;1 215,17;6 862,20;9 017,93;2 747,74;114 171,72;6 760,83;260 979,00;362,18;9 459,18;4 445,59;19 841,78;27 838,59;40,21;44,11;50,36;47,31;590 084,25;346 448,53;899,7;80 231,37
71000000000;03.01.2019;72,46;86,78;59,73;29,08;74,91;42,52;23,16;175,87;26,8;31,52;25,78;78,7;47,47;315,45;173,34;0;297,39;168,62;270,46;442,93;222,77;263,94;182,95;454,79;49,18;492,85;6,59;124,2;93,55;19,04;36,91;82,06;5 022,60;4 297,30;5 018,09;25 347,28;4 834,10;86 538,96;18 922,48;5 917,21;14 559,06;25 705,44;17 861,66;13 065,19;9 230,09;10 740,56;64 774,40;22 984,12;11 381,27;12 214,12;0;1 996,84;33 379,28;9 663,81;990,07;1 519,16;8 859,99;11 951,97;3 659,04;141 845,95;8 550,38;332 590,18;529,45;12 344,94;5 554,93;25 555,31;30 931,13;40,17;44,17;49,94;47,23;669 056,94;388 482,59;1 631,67;102 248,66
71000000000;04.01.2019;62,3;85,69;58,43;27,37;73,11;43,85;22,2;172,8;26,64;29,98;24,51;78,3;46,36;299,71;164,23;0;288,83;169,44;267,28;395,23;209,62;264,83;182,68;420,63;48,88;484,81;6,52;123,86;85,73;17,59;34,62;77,67;4 854,18;4 156,24;4 864,33;34 515,54;6 031,14;97 497,01;23 513,97;7 791,98;17 672,67;31 490,64;21 764,96;15 875,92;10 974,09;12 894,13;76 258,00;27 873,69;12 038,17;14 845,89;0;2 498,99;42 969,86;11 894,92;1 249,09;2 397,20;10 019,45;13 876,84;5 715,64;158 377,03;10 484,54;399 501,37;568,54;15 558,91;7 199,03;30 896,22;35 752,67;40,18;44,18;49,37;47,9;702 615,00;399 068,78;1 583,37;113 935,19
71000000000;05.01.2019;73,33;90,69;59,3;30,68;72,93;44,08;22,47;173,54;26,84;28,46;24,71;77,4;46,98;297,62;167,75;0;296,18;171,97;253,71;450,58;214,51;270,6;182,95;473,34;48,69;478,92;6,42;124,97;86,34;16,87;31,46;76,33;4 978,52;4 260,90;4 986,63;30 719,76;6 493,40;96 679,24;22 280,10;8 032,95;17 674,07;33 648,07;24 773,14;17 826,69;12 754,52;13 398,69;87 164,40;29 459,02;13 049,06;14 718,58;0;2 738,33;53 502,69;14 816,35;1 287,70;2 272,47;10 262,77;15 367,41;4 451,60;163 234,65;11 417,58;462 478,22;827,25;17 420,83;7 033,88;32 616,72;35 821,25;40,22;44,15;49,86;47,98;733 480,38;427 976,47;1 823,69;113 008,31
71000000000;06.01.2019;72,87;91,87;60,5;30,18;75,56;47,24;22,28;176,36;27,29;29,16;25,79;78,9;47,09;285,27;167,93;0;292,41;174,22;267,27;540,01;206,73;274,39;182,74;431,97;48,96;477,66;6,38;121,56;89,03;16,83;33,12;75,26;5 158,11;4 410,24;5 140,05;30 592,82;7 113,90;95 125,36;25 607,60;8 654,08;18 899,88;38 883,85;30 375,69;19 692,69;15 003,47;14 126,57;99 159,20;31 140,05;15 269,59;14 774,04;0;2 664,57;53 286,48;13 677,08;1 075,11;2 644,91;9 810,42;15 571,57;6 595,41;154 596,65;13 431,70;553 377,27;715,81;18 980,36;6 965,36;34 823,51;36 503,16;40,21;44,29;49,24;47,93;710 445,50;424 043,19;1 773,23;104 777,38
71000000000;07.01.2019;73,26;86,24;60,46;30,62;71,81;44,71;22,26;176,22;26,52;27,69;25,41;79,3;47,01;308,81;167,81;0;284,43;172,29;266,48;476,37;207,5;276,06;180,71;432,16;48,69;478,81;6,35;123,57;83,57;17,89;31,7;75,57;5 013,96;4 290,99;5 023,79;26 801,28;5 602,15;84 941,28;20 742,65;7 582,10;16 123,69;33 032,57;23 655,26;16 618,75;12 030,63;12 325,60;81 446,10;27 013,75;11 908,23;13 053,70;0;2 132,09;43 775,55;8 910,38;978,35;2 009,63;8 537,13;12 932,93;5 208,57;147 707,81;10 157,73;451 629,50;602,81;16 913,89;6 461,62;28 596,80;33 608,98;40,22;44,3;48,84;47,93;672 807,25;403 220,59;1 902,29;86 762,91
71000000000;08.01.2019;69,71;85,72;59,45;28,44;72,41;42,09;23,05;176,01;26,67;28,27;25,85;78,1;46,12;291,65;159,96;0;297,27;170,55;249,87;426,86;206,39;272,95;180,76;417,42;48,29;483,87;6,51;126,51;83,79;17,41;32,96;72,74;4 916,58;4 208,00;4 929,95;34 506,88;5 793,52;88 390,34;23 454,32;8 967,54;19 813,84;33 616,89;21 670,77;17 742,62;12 776,91;14 907,90;86 529,80;32 063,55;11 712,41;15 668,09;0;2 397,97;47 724,72;9 687,15;806,91;1 900,56;10 915,69;14 927,54;6 082,21;170 309,30;9 596,12;473 672,09;526,05;19 533,71;6 794,11;33 070,16;34 911,15;40,15;44,23;48,78;47,96;724 754,31;405 303,97;1 720,96;111 128,66
71000000000;09.01.2019;67,52;83,25;58,18;27,42;71,34;41,43;22,65;172,87;26,31;28,68;26,87;79,4;45,54;260,18;154,75;0;290,63;168,25;245,14;414,45;195,91;268,59;179,9;443,72;48,19;458,08;6,56;132,09;82,41;16,95;28,51;74,37;4 872,16;4 164,42;4 883,73;33 671,56;5 867,32;94 982,54;23 185,90;8 728,86;20 288,53;30 616,67;22 059,57;18 145,24;12 555,14;14 605,24;80 515,50;36 105,24;13 829,00;17 981,94;0;2 396,56;50 402,61;9 820,18;806,87;2 482,14;10 771,95;14 071,94;4 646,34;159 866,16;9 376,96;443 846,12;593,65;20 187,78;6 609,43;34 383,77;36 616,00;40,29;44,06;49,1;47,85;669 751,94;334 000,97;1 798,65;114 026,64
71000000000;10.01.2019;65,11;79,31;59,16;25,8;72,68;41,15;23,27;163,53;25,66;30,02;27,44;79,2;45,72;259,36;155,1;0;283,72;167,44;243,88;387,98;192,21;268,14;179,91;454,16;48,56;463,86;6,45;129,07;81,2;15,75;27,9;67,91;4 823,87;4 123,98;4 841,21;42 391,20;6 362,21;95 746,01;30 102,35;9 570,43;22 092,03;34 439,87;23 147,19;20 097,59;13 413,23;15 885,42;93 097,60;40 276,10;14 837,74;19 664,44;0;2 400,57;57 463,12;12 278,75;958,68;3 418,90;11 611,63;14 687,30;4 668,53;164 045,37;11 018,36;508 578,21;703,36;22 201,77;8 240,77;42 858,35;40 469,90;40,09;44,15;49,45;47,98;738 705,38;374 435,34;2 025,43;126 123,19
