oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
7000000000;01.01.2019;80,37;103,28;58,64;33,46;72,71;53,1;29,68;169,02;26,76;28,01;30,8;77,6;47,15;500,92;243,07;0;337,27;159;314,25;507,4;238,09;265,05;155,54;429,16;56,08;482,4;7,3;111,07;93,36;27,84;44,19;81,01;5 443,57;4 638,46;5 323,58;5 257,54;1 161,98;20 515,48;2 286,41;1 352,22;5 161,06;6 251,00;2 057,57;1 945,92;1 915,56;2 176,76;14 391,00;4 444,05;4 899,93;2 475,30;0;283,1;7 458,81;1 081,48;205,34;423,83;1 463,74;1 993,96;942,84;23 444,65;1 930,03;50 043,00;96,72;2 580,31;1 078,17;5 154,37;9 221,50;42,89;46,29;49,9;45,29;372 286,97;164 602,47;2 339,64;48 720,73
7000000000;02.01.2019;76,11;92,16;56,12;32,27;72,22;48,62;28,91;167,26;26,96;30,27;30,01;74,6;44,96;390,7;214,79;610,64;235,19;156,38;297,12;499,87;226,79;263,92;158,84;426,72;54,59;459,78;7,13;106,97;85,13;22,9;39,04;80,2;5 053,68;4 326,02;5 042,23;14 748,49;3 730,47;64 625,93;9 145,26;4 209,43;12 922,28;18 446,27;6 764,20;6 732,60;7 570,79;9 143,25;39 827,00;16 148,65;9 836,64;6 752,47;291,51;1 356,58;23 161,49;4 219,15;565,31;915,97;4 309,37;5 716,69;2 955,50;69 677,06;5 802,22;159 563,29;358,17;8 461,00;4 868,17;15 471,61;23 276,62;42,77;46,28;49,85;45,16;658 832,69;334 469,09;3 845,43;112 782,12
7000000000;03.01.2019;72,49;89,76;56,45;31,52;68,73;41,45;28,28;168,74;26,59;30,03;30,23;73,5;45,08;302,2;182,14;495,52;213,94;156,92;275,61;452,93;230,83;254,61;147,52;404,49;54,14;445,24;7,36;104,14;79,71;23,54;39,45;81,23;4 877,20;4 172,88;4 860,56;27 469,48;5 733,79;87 306,28;14 549,20;6 396,32;19 274,88;23 406,51;8 080,02;8 591,23;10 264,18;11 874,13;51 978,50;21 437,16;12 826,15;9 243,45;487,12;2 083,68;31 950,87;5 810,21;656,83;1 207,70;5 981,76;8 674,13;4 735,13;91 575,52;8 298,99;202 558,00;575,44;12 261,09;5 891,01;21 300,19;29 087,99;42,7;46,27;49,9;45,03;774 868,88;383 363,31;4 303,84;140 381,58
7000000000;04.01.2019;67,5;88,27;58,22;31,13;60,82;40,38;27,5;172,97;26,2;29,31;30,07;71,5;44,89;246,16;179,58;496,05;228,29;154,51;232,62;486,69;221,07;244,03;147,44;387,51;53,19;431,69;6,84;104,87;77,49;22,6;38,74;74,9;4 849,40;4 142,43;4 831,97;27 544,99;6 269,91;95 736,11;18 912,67;9 775,25;23 265,68;27 213,51;10 337,35;10 203,22;13 604,96;14 966,69;69 788,30;26 259,47;20 261,41;11 058,10;519,46;1 985,66;40 447,00;10 128,99;726,68;1 983,93;7 739,77;11 393,83;7 517,56;116 777,75;11 178,70;289 497,93;902,38;15 727,38;8 200,61;27 623,01;32 806,76;42,91;46,59;49,62;45,48;801 072,69;383 537,50;3 788,03;161 841,44
7000000000;05.01.2019;65,67;89,63;56,42;31,45;61,53;41,16;27,69;168,3;25,22;29,36;29,99;69,7;44,01;264,69;180,85;504,34;265,23;159,98;227,97;385,21;202,36;232,8;145,56;379,42;53,29;419,29;6,83;106,14;78,28;26,46;37,01;76,29;4 712,36;4 030,58;4 689,26;31 260,71;7 620,23;96 777,14;23 068,40;16 662,15;24 654,13;29 350,14;11 545,76;11 286,13;15 149,23;16 016,61;78 546,20;29 724,78;19 059,25;11 919,33;458,13;2 063,71;49 608,18;12 794,73;1 267,68;2 497,96;8 574,30;13 271,81;8 894,61;120 559,23;13 344,40;341 770,49;1 012,53;18 345,08;9 131,31;31 705,69;34 550,73;43,12;46,75;50,68;45,62;836 817,19;401 350,78;3 653,40;165 366,50
7000000000;06.01.2019;67,47;91,14;57,37;31,46;65,67;41,59;27,75;166,46;27,29;29,75;30,09;70,1;43,89;268,03;183,86;378,81;231;166,2;246,57;410,22;211,67;251,33;150,49;410,08;53,6;440,33;6,89;105,54;76,77;22,32;35,6;78,79;4 788,35;4 098,00;4 765,95;25 691,94;7 951,00;95 532,72;22 703,70;18 528,55;22 873,69;32 494,64;15 056,74;12 131,86;14 973,58;13 989,25;78 059,90;29 168,07;19 405,25;11 053,60;754,39;2 087,64;47 942,25;9 285,08;1 099,23;2 210,39;6 950,61;11 603,21;6 616,54;100 019,58;12 552,60;373 081,33;867,92;18 114,07;8 494,94;30 087,69;32 173,41;43,24;46,78;50,75;45,58;821 358,94;382 416,88;3 734,29;146 415,89
7000000000;07.01.2019;73,77;88,06;55,87;30,69;69,49;42,58;28,15;173,93;27,26;29,8;29,89;72,3;43,36;297,36;172,11;521,29;187,84;166,23;254,33;403,29;222,7;259,9;148,23;414,16;54,06;432,91;6,81;103,85;77,56;23,14;35,56;74,02;4 750,89;4 061,46;4 739,98;20 393,39;5 149,53;84 391,77;16 077,15;6 879,78;17 168,24;29 725,12;10 232,26;9 991,35;11 627,30;12 655,14;60 086,40;24 968,73;11 958,05;11 230,33;449,17;2 140,01;37 556,20;6 812,08;812,49;1 421,72;5 579,71;9 479,86;4 636,72;91 951,70;10 051,88;287 978,93;584,03;14 193,51;6 243,22;21 753,49;26 409,75;43,35;46,91;50,75;45,84;698 779,31;332 430,56;3 042,36;132 858,36
7000000000;08.01.2019;69,97;86,62;56,38;29,56;62,14;45,58;27,93;168,48;26,93;29,77;30,39;72,4;44,51;289,44;170,78;347,08;217,49;158,54;246,76;309,74;193,15;251,59;142,22;394,19;53,75;408,96;6,81;102,98;77,13;21,63;35;75,28;4 586,14;3 921,56;4 583,00;31 125,09;6 453,29;89 171,64;18 241,41;8 930,06;21 605,18;30 290,54;8 642,60;11 615,60;13 775,73;16 094,12;62 219,10;28 921,31;12 045,27;10 485,55;422,94;1 834,98;50 263,21;8 651,22;1 201,46;1 730,29;8 213,47;15 084,81;7 037,84;116 078,91;12 588,65;320 892,55;680,34;17 055,62;7 988,85;26 815,73;33 206,57;43,24;46,92;50,75;45,68;778 709,31;343 455,13;3 347,66;158 901,27
7000000000;09.01.2019;68,86;79,78;53,66;27,78;63,53;44,23;27,84;166,17;27,21;29,26;30,38;72,1;48,09;215,85;138,57;341,44;210,3;147,08;245,77;364,85;205,44;249,37;142,12;355,53;53,32;402,51;6,65;102,98;75,45;21,92;33,39;67,27;4 556,90;3 897,07;4 556,12;44 692,15;7 287,61;104 082,87;25 377,15;9 660,95;26 062,63;28 818,75;9 284,87;10 943,98;14 531,62;16 148,70;61 840,90;31 013,59;31 543,58;21 193,93;381,27;2 086,96;59 835,97;6 365,78;898,49;2 257,93;8 408,16;13 361,00;8 700,73;114 519,21;12 420,39;314 314,98;756,33;17 149,49;8 964,55;30 984,73;37 428,41;43,25;46,81;50,67;45,59;775 066,63;310 135,50;2 964,57;176 067,91
7000000000;10.01.2019;65,82;79,92;55,72;28,3;59,93;40,52;27,45;164,05;27,35;29,58;29,93;71,6;45,35;220,09;147,5;388,27;206,93;157,36;239,69;313,17;178,59;260,41;143,91;362,46;52,7;408,9;6,64;110,72;75,94;22;37,79;74,36;4 522,59;3 865,03;4 504,39;40 501,05;9 806,37;103 421,31;29 062,38;11 464,63;29 133,47;31 508,88;11 991,54;12 444,43;16 807,36;16 964,38;69 954,40;34 357,03;28 397,09;19 149,36;458,72;2 510,81;54 939,73;9 680,44;1 363,87;3 625,64;8 000,49;12 674,32;8 930,45;121 891,44;13 491,36;336 403,32;993,75;21 119,54;10 021,06;36 190,88;40 777,40;43,18;46,89;50,73;45,56;820 474,19;326 821,75;2 390,24;189 320,98
7000000000;11.01.2019;66,13;84,96;55,2;28;57;42,57;27,51;159,77;26,48;30,34;30,21;71,8;44,11;221,33;141,66;395,2;254,88;156,69;234,21;306,89;204,16;263,9;147,18;401,19;53,09;408,44;6,56;105,75;74,21;21,72;38,03;77,11;4 586,75;3 922,87;4 579,11;37 985,02;9 509,13;111 080,54;27 726,67;11 801,80;29 193,79;34 675,03;13 625,52;14 458,71;17 406,05;18 734,36;77 321,70;36 233,98;29 215,63;20 001,58;541,16;2 181,64;62 543,88;13 518,38;1 659,05;3 743,12;8 800,06;14 731,90;7 721,76;126 988,08;15 768,57;379 251,89;968,99;23 396,81;9 931,67;37 066,36;41 140,09;43,2;46,83;50,75;45,71;844 201,00;338 841,31;3 629,08;185 140,14
7000000000;12.01.2019;68,97;85,76;57,8;29,73;53,36;42,01;27,22;155,89;26,71;30,07;30,19;71,9;43,87;261,12;172,01;369,53;285,52;159,74;250,88;355,48;191,87;263,11;145,33;400,1;53,59;421,78;6,48;104,12;75,48;21,91;35,46;80,01;4 761,03;4 075,07;4 737,28;32 127,16;10 463,48;95 188,86;27 999,82;13 993,52;29 888,75;39 560,23;16 908,53;16 569,80;19 040,97;20 162,78;79 910,20;40 333,19;15 287,64;12 737,63;793,13;2 146,01;61 044,79;10 744,86;1 430,15;3 680,94;7 802,82;17 574,90;7 897,78;123 479,38;15 825,04;444 436,52;1 084,00;25 621,39;10 534,62;38 047,26;40 056,86;43,18;46,81;50,75;45,72;834 582,50;354 606,22;3 083,05;161 576,00
7000000000;13.01.2019;70,91;90,05;57,67;30,42;57,1;41,7;28,1;155,32;27,07;30,99;30,16;72,4;44,18;266,86;173,15;430,18;253,33;161,48;255,88;365,5;201,3;253,39;152,06;405,44;53,61;436,83;6,53;105,06;75,4;21,82;35,38;73,06;4 759,43;4 070,77;4 731,22;25 861,12;8 692,58;88 160,57;22 646,62;11 026,87;25 082,48;35 259,36;14 355,75;14 596,42;16 441,09;16 000,78;72 255,10;33 104,53;14 757,96;10 862,87;546,14;2 017,08;48 264,18;7 679,40;937,91;2 437,18;7 407,02;10 526,08;6 515,20;104 550,54;12 087,85;400 563,57;854,26;21 217,15;8 225,28;31 599,65;32 240,52;43,19;46,79;50,75;45,73;717 374,06;308 764,22;2 589,40;133 587,69
7000000000;14.01.2019;67,14;80,48;55,27;27,72;61,14;44,08;28,68;156,56;27,18;30,6;30,2;71,7;43,77;223,39;149,18;398,67;191,09;157,48;229,53;312,05;204,1;251,01;150,83;360,48;53,47;406,83;6,53;108,8;74,03;26,26;34,61;74,82;4 495,39;3 839,67;4 480,55;36 027,98;8 790,24;105 671,58;26 480,57;9 568,06;25 267,67;29 401,65;12 054,17;12 355,36;15 905,36;15 501,19;67 874,80;33 992,32;22 359,36;16 976,97;309,42;2 674,40;48 805,04;11 396,00;1 039,49;2 730,16;8 788,58;11 559,55;8 094,93;116 923,34;12 068,24;319 369,53;836,98;20 891,58;7 501,49;32 315,77;37 193,20;43,27;46,96;50,33;45,6;767 218,31;300 947,88;2 234,78;172 971,55
7000000000;15.01.2019;68,17;81,76;54,97;28,46;60,03;42,79;27,21;152,23;26,87;31,22;30,33;72,3;44,12;220,56;157,21;381,69;214,28;155;244,12;355,57;193,78;255,86;144,79;378,9;52,7;411,76;6,38;113,21;75,05;25,97;33,06;74,05;4 585,04;3 919,74;4 571,64;38 047,48;8 859,32;104 539,76;25 093,85;10 896,92;31 859,14;31 554,00;12 032,72;12 923,75;17 544,64;16 324,24;73 214,30;35 267,33;24 148,70;18 261,80;360,5;2 579,61;53 295,34;8 558,68;1 003,63;2 839,22;8 908,22;15 907,74;9 069,63;123 675,47;13 100,40;359 668,19;1 221,85;23 351,37;9 359,68;37 604,92;42 358,04;43,2;46,75;50,68;45,65;822 410,06;329 242,97;2 925,27;190 423,48
7000000000;16.01.2019;68,74;82,94;54,94;27,15;60,07;43,68;27,67;156,86;26,34;30,1;29,94;72,3;46,97;227,39;141,75;330,03;201,15;147,54;238,17;330,63;194,81;243,48;150,53;366,59;52,72;399,47;6,36;101,34;73,84;21,9;31,75;67,01;4 481,24;3 828,05;4 477,04;39 094,69;8 812,68;102 623,55;29 013,13;10 791,88;28 588,11;32 870,19;12 292,34;13 247,22;18 513,67;16 865,72;71 971,50;34 210,15;24 728,67;21 985,59;455,82;2 570,28;57 523,63;11 254,39;1 318,88;2 718,13;9 749,81;11 932,93;8 213,26;117 510,11;14 905,91;357 012,11;912,43;21 939,04;7 544,62;35 154,44;41 324,24;43,23;46,93;50,75;45,58;811 535,56;320 145,19;2 749,32;190 762,63
7000000000;17.01.2019;67,38;82,48;55,67;28,74;56,75;42,85;28,29;160,63;26,09;30,45;30,23;72,9;44,33;238,27;154,15;391,63;218,55;157,95;236,53;336,08;186,99;264,32;152,88;335,33;52,66;411,35;6,11;108,05;73,82;24,57;36,18;74,86;4 576,91;3 909,24;4 562,70;36 413,59;8 967,22;101 440,33;26 234,08;11 377,99;28 652,37;32 969,85;12 540,60;13 668,82;18 190,96;16 605,24;77 096,40;35 900,65;19 089,85;15 958,90;466,07;2 174,16;48 951,29;12 602,72;1 024,54;3 075,88;8 543,48;12 077,05;10 146,78;118 654,40;14 301,37;379 441,37;946,69;21 527,37;8 450,77;33 538,61;44 113,77;43,28;46,8;50,43;45,59;814 236,81;324 454,06;2 831,93;199 453,81
7000000000;18.01.2019;63,71;84,73;56,02;29,25;60,33;43,42;28,64;149,1;26,06;31,16;30,05;73,5;43,86;231,25;144,72;377,32;260,93;151,46;238,64;337,84;190,44;257,14;152,49;369,17;52,7;413,34;6,16;103,71;76,78;23,34;32,71;68,96;4 628,58;3 955,50;4 614,80;40 973,08;9 577,51;109 277,40;27 606,29;11 884,81;30 855,55;34 808,40;17 328,00;15 030,43;19 594,74;18 071,53;86 689,80;35 677,06;24 100,23;20 855,96;702,57;2 716,33;64 182,47;16 518,80;1 659,27;3 742,71;9 468,15;12 864,18;8 555,02;125 452,09;16 390,38;410 791,81;1 007,30;22 653,92;8 678,27;38 902,83;41 009,30;43,21;46,98;50,68;45,66;908 043,25;362 832,06;3 501,10;205 069,41
7000000000;19.01.2019;61,15;88,6;57,88;30,38;58,98;45,07;28,28;154,43;28,15;30,78;29,89;73,2;43,46;275,97;169,96;371,3;203,45;153,73;241,34;334,14;193,1;261,14;152,7;355,4;53,11;421,29;6,21;103,45;78,1;24,88;33,11;70,98;4 591,77;3 919,16;4 573,20;36 400,25;9 330,27;90 146,14;25 833,22;12 242,09;29 620,81;36 080,14;14 030,79;14 810,00;19 919,46;18 409,97;86 910,80;36 456,66;13 324,24;13 415,86;861,22;3 281,41;62 496,58;15 807,33;1 639,27;3 390,64;8 352,84;12 453,02;9 767,81;117 620,25;15 903,50;414 014,91;896,54;23 467,16;9 137,62;36 519,08;37 691,17;43,3;46,82;50,75;45,67;853 290,19;367 523,66;4 240,92;163 866,41
7000000000;20.01.2019;68,34;87,14;58,15;30,45;57,77;43,99;28,4;160,08;28,24;29,81;29,83;73;43,62;277,49;178,44;347,68;282,75;160,78;239,82;353,11;194,76;267,56;145,59;385,38;53,37;431,16;6,51;104,41;79,06;23,54;35,64;78,97;4 779,23;4 088,64;4 765,59;28 238,64;7 588,88;81 903,04;22 236,38;10 847,25;24 595,21;34 585,68;12 380,84;13 897,54;17 759,31;16 660,30;75 562,60;33 059,18;11 515,46;11 670,07;497,43;1 722,00;42 905,92;9 291,49;1 158,18;2 119,73;7 271,53;13 797,70;6 426,81;107 318,12;11 109,30;324 663,28;800,91;21 587,86;8 056,42;30 879,17;33 309,96;43,13;46,8;50,49;45,64;717 578,63;316 541,84;2 864,69;138 943,30
7000000000;21.01.2019;64,87;84,91;54,05;27,8;60,67;42,28;28,41;154,99;28,72;30,37;29,66;73;43,17;225,18;150,21;339,59;188,69;153,94;238,32;276,49;195,1;252,11;156,91;335,93;52,91;414,19;6,3;102,81;76,63;22,23;35,75;71,91;4 410,34;3 767,90;4 404,26;37 603,88;7 634,38;113 877,22;25 462,83;9 753,29;25 506,14;30 361,28;12 537,21;12 385,09;16 929,05;16 709,28;76 799,90;35 109,55;22 121,35;19 656,09;472,08;2 666,78;53 193,88;9 949,23;1 188,21;2 446,88;9 605,80;11 447,50;9 588,28;123 970,64;11 835,57;336 708,09;845,6;21 067,87;8 466,75;32 694,16;39 122,47;43,44;46,98;50,67;45,66;783 163,56;316 648,34;2 712,41;185 261,27
7000000000;22.01.2019;63,02;84,26;55,25;27,83;57,03;43,82;28,72;160,1;28,63;30,77;29,88;74,4;44,08;248,35;154,19;352,89;189,91;155,05;242,68;361,39;199,57;250,83;148,9;373,86;51,99;408,26;6,26;109,54;74,85;21,9;33,06;69,35;4 566,93;3 899,81;4 568,79;36 225,26;7 836,91;103 575,32;25 136,72;10 634,17;24 409,03;31 810,63;12 481,00;13 605,27;16 991,27;16 395,92;75 797,10;33 313,32;17 953,68;17 869,50;390,87;3 126,58;51 335,44;8 461,55;1 188,31;2 851,63;9 255,27;14 317,72;7 441,30;123 306,15;13 107,94;343 623,05;975,1;21 441,63;7 956,78;31 152,83;40 931,41;43,26;46,98;50,75;45,63;808 332,00;312 693,00;2 462,21;189 038,52
